COORD_OP_METHOD_CODE,COORD_OP_METHOD_NAME,REVERSE_OP,"FORMULA",EXAMPLE,REMARKS,"INFORMATION_SOURCE",DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
   Ellipsoidal height =  +3.22 m
on the WGS 84 geographic 3D coordinate reference system. For the 2D equivalent the height is ignored.,Note the analogy with the Coordinate Frame rotation (code 9607) but beware of the differences!  The Position Vector convention is used by IAG and recommended by ISO 19111. See methods 1033 and 1037 for similar tfms operating between other CRS types.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,21-2-2019,1998.160 2009.083 2013.021 2018.001 2019.006,0
9616,Vertical Offset,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

A vertical offset allows calculation of coordinates in the target vertical coordinate reference system by adding a correction parameter A to the coordinate values of the point in the source system:
X2 = X1 + A1>2
where
X2 = value in the forward target vertical coordinate reference system.
X1 = value in the forward source vertical coordinate reference system.
A1>2 is the offset to be applied for the transformation from CRS 1 to CRS 2. Its value for the forward calculation is the value of the origin of the source CRS 1 in the target CRS 2.

For the reverse transformation from CRS 2 to CRS 1 the same formula is used but with the sign of the offset A1>2 reversed:
	X1 = X2 + (–A1>2)

The above formulas apply only when the positive direction of the axis of the source and target CRS is the same and where the two vertical CRSs share the same unit of measure. If either of these are to be changed then a concatenated operation including one or more conversions through intermediate vertical CRSs is required. See Height-depth reversal (code 1068) and Change of vertical axis unit (code 1069) for the required conversion methods.","For coordinate transformation: Baltic height to Black Sea height (1), code 5447:

Transformation Parameter:	Vertical Offset      A1>2 	=	0.4m

Consider a point having a gravity-related height in the Baltic height system of 2.55m. Its value in the Black Sea height system is
2.55m  + 0.4m = 2.95m.

For the reverse calculation to transform the Black Sea height of 2.95m to Baltic height:
H(Baltic) =  2.95m + (–(0.4m)) =  2.55m.",This transformation allows calculation of height (or depth) in the target system by adding the parameter value to the height (or depth)-value of the point in the source system.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,16-10-2017,1999.790 2008.010 2014.027,0
9621,Similarity transformation,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

The similarity transformation in algebraic form is:

XT = XT0  + XS * M * cos q  + YS * M * sin q
YT = YT0  – XS * M * sin q  + YS * M * cos q

where:
XT0 , YT0    =   the coordinates of the origin point of the source coordinate reference system expressed in the target coordinate reference system;
M                 =  the length of one unit in the source coordinate reference system expressed in units of the target coordinate reference system;
q                  = the angle about which the axes of the source coordinate reference system need to be rotated to coincide with the axes of the target coordinate reference system, counter-clockwise being positive. Alternatively, the bearing of the source coordinate reference system Y-axis measured relative to target coordinate reference system north.

The similarity transformation can also be described as a special case of the parametric affine transformation where coefficients A1 = B2  and  A2 =  - B1.

Reversibility
The reverse formula for the Similarity Transformation is:

XS = [(XT  – XTO) * cos q   –  (YT – YTO) * sin q ] / [M ]
YS = [(XT   – XTO) * sin q   +  (YT – YTO) * cos q] / [M ]

An alternative approach for the reverse operation is to use the same formula as for the forward computation but with different parameter values:
	XT = XTO'  + XS * M' * cos theta'  + YS * M' * sin theta'
	YT = YTO'  –  XS * M' * sin theta' + YS * M' * cos theta'

The reverse parameter values, indicated by a prime ('), can be calculated from those of the forward operation as follows:
XTO' =  (YTO sin theta –  XTO cos theta) / M
YTO' =  –(YTO cos theta +  XTO sin theta) / M
M'   =  1/M
theta'    =  –theta","ED50 / UTM zone 31N to ETRS89 / UTM zone 31N

Parameters of the Similarity Transformation:
XTO   = -129.549 metres
YTO   = -208.185 metres
M     = 1.00000155
theta = 1.56504"" = 0.000007588 rad

Forward computation for source coordinates 300000m E, 4500000m N:

E(ETRS89) = –129.549 + 300000.465 + 34.144
          = 299905.060 m E

N(ETRS89) = –208.185 –2.276 + 4500006.977
          = 4499796.515m N

Reverse computation of ETRS89 / UTM 31N coordinates 299905.060m E, 4499796.515m N:

E(ED50) = (300034.609 – 34.144) / 1.00000155
	= 300000.000m E

N(ED50) = (2.276 + 4500004.700) / 1.00000155
	= 4500000.000m N

Alternative reverse computation:

First calculate new parameter values:
XTO'   = 129.5472 m
YTO'   = 208.1857 m
M'     = 0.99999845
theta' = –0.000007588 rad

Then apply these values to forward formula:
E(ED50) = 129.547 + 299904.595 + (–34.142)
        = 300000.000 m

N(ED50) = 208.186 – (–2.276) + 4499789.539
        = 4500000.000 m",Defined for two-dimensional coordinate systems.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,9-11-2019,2000.830 2004.670 2010.053 2019.005,0
9636,Molodensky-Badekas (CF geog2D domain),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

Transformation of coordinates from one geographic coordinate reference system into another is carried out as a concatenation of the following operations:

  (geographical to geocentric) + (geocentric to geocentric) + (geocentric to geographic)

The Molodensky-Badekas (CF geog2D domain) transformation has 5 steps:

(i) geographic 2D coordinates are converted to 3D using EPSG coordinate operation method code 9659;

(ii) geographic 3D coordinates are converted to geocentric coordinates using EPSG coordinate operation method code 9602;

(iii) the middle step of the concatenated transformation, from geocentric coordinates to geocentric coordinates, uses the Molodensky-Badekas (geocentric domain) method, EPSG method code 1034;

(iv) the geocentric coordinates are converted to geographic 3D using EPSG coordinate operation method code 9602;
 
(v) finally the geographic 3D coordinates are converted to geographic 2D using EPSG coordinate operation method code 9659.","Input point: 
Coordinate reference system: La Canoa (geographic 2D)
  Latitude  =  9 deg 35 min 00.386 sec N
  Longitude = 66 deg 04 min 48.091 sec W
This is taken to be geographic 3D with an assumed Ellipsoidal height hs  =  201.465 m

This transforms to Cartesian geocentric coords:
   Xs =  2 550 408.965 m
   Ys = -5 749 912.266 m
   Zs =   1 054 891.114 m

Transformation parameters La Canoa to REGVEN:
   tX  = -270.933 m
   tY  = +115.599 m
   tZ  = -360.226 m
   rX  = -5.266 sec = -0.000025530288 radians
   rY  = -1.238 sec = -0.000006001993 radians
   rZ  = +2.381 sec =  0.000011543414 radians
   dS  = -5.109 ppm
   Coordinate 1 of evaluation point =  2464351.59 m
   Coordinate 2 of evaluation point = -5783466.61 m
   Coordinate 3 of evaluation point =   974809.81 m

from which M = 0.999994891

Application of the 10 parameter Molodenski-Badekas Transformation results in REGVEN geocentric coordinates of:
   Xt =  2 550 138.467 m
   Yt = -5 749 799.862 m
   Zt =  1 054 530.826 m

This converts into:
   Latitude  =  9 deg 34 min 49.001 sec N
   Longitude = 66 deg 04 min 54.705 sec W
   Ellipsoidal height =  -18.10 m
on the REGVEN geographic 3D coordinate reference system.

Because the source coordinate reference system was 2D, the target system ellipsoidal height is ignored and the results treated as a geographic 2D coordinate reference system:
   Latitude  =  9 deg 34 min 49.001 sec N
   Longitude = 66 deg 04 min 54.705 sec W",See method codes 1034 and 1039 for this operation in other coordinate domains and method code 1063 for the opposite rotation convention in geographic 2D domain.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,21-2-2019,2002.510 2004.470 2009.083 2013.021 2014.039 2014.065 2017.018 2018.001 2019.006,0
9649,Reversible polynomial of degree 2,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

See method code 9645 for description of general polynomial formula.

A general polynomial transformation is reversible only when the following conditions are met.
1. The co-ordinates of source and target evaluation point are (numerically) the same.
2. The unit of measure of the coordinate differences in source and target coordinate reference system are the same.
3. The scaling factors applied to source and target coordinate differences are the same.
4. The spatial variation of the differences between the coordinate reference systems around any given location is sufficiently small.

Clarification on conditions for polynomial reversibility:
Regarding 1 and 2 - 	In the reverse transformation the roles of the source and target coordinate reference systems are reversed.  Consequently, the co-ordinates of the evaluation point in the source coordinate reference system become those in the target coordinate reference system in the reverse transformation. Usage of the same transformation parameters for the reverse transformation will therefore only be valid if the evaluation point coordinates are numerically the same in source and target coordinate reference system and in the same units.  That is, XS0 = XT0 = X0 and YS0 = YT0 = Y0.
Re 3 - The same holds for the scaling factors of the source and target coordinate differences and for the units of measure of the coordinate differences. That is, mS = mT = m.
Re 4 - 	If conditions 1, 2 and 3 are all satisfied it then may be possible to use the forward polynomial algorithm with the forward parameters for the reverse transformation. This is the case if the spatial variations in dX and dY around any given location are sufficiently constant.  The signs of the polynomial coefficients are then reversed but the scaling factor and the evaluation point coordinates retain their signs. If these spatial variations in dX and dY are too large, for the reverse transformation iteration would be necessary.   It is therefore not the algorithm that determines whether a single step solution is sufficient or whether iteration is required, but the desired accuracy combined with the degree of spatial variability of dX and dY.

An example of a reversible polynomial is transformation is ED50 to ED87 (1) for the North Sea.  The suitability of this transformation to be described by a reversible polynomial can easily be explained. In the first place both source and target coordinate reference systems are of type geographic 2D. The typical difference in coordinate values between ED50 and ED87 is in the order of 2 metres (approximately 10E-6 degrees) in the area of application. The polynomial functions are evaluated about central points with coordinates of 55 deg N, 0 deg E in both coordinate reference systems. The reduced coordinate differences (in degrees) are used as input parameters to the polynomial functions. The output coordinate differences are corrections to the input coordinate offsets of about 10E-6 degrees. This difference of several orders of magnitude between input and output values is the property that makes a polynomial function reversible in practice (although not in a formal mathematical sense).

The error made by the polynomial approximation formulas in calculating the reverse correction is of the same order of magnitude as the ratio of output versus input:
(output error / input error) = (	output valu/ input value) which is approximately 10E-6

As long as the input values (the coordinate offsets from the evaluation point) are orders of magnitude larger than the output (the corrections), and provided the coefficients are used with changed signs, the polynomial transformation may be considered to be reversible.","See Reversible polynomial of degree 4, code 9651, for general methodology.",Reversibility is subject to constraints.  See Guidance Note 7 for conditions and clarification.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,21-12-2002,NaN,0
9650,Reversible polynomial of degree 3,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

See method code 9646 for description of general polynomial formula.

A general polynomial transformation is reversible only when the following conditions are met.
1. The co-ordinates of source and target evaluation point are (numerically) the same.
2. The unit of measure of the coordinate differences in source and target coordinate reference system are the same.
3. The scaling factors applied to source and target coordinate differences are the same.
4. The spatial variation of the differences between the coordinate reference systems around any given location is sufficiently small.

Clarification on conditions for polynomial reversibility:
Regarding 1 and 2 - 	In the reverse transformation the roles of the source and target coordinate reference systems are reversed.  Consequently, the co-ordinates of the evaluation point in the source coordinate reference system become those in the target coordinate reference system in the reverse transformation. Usage of the same transformation parameters for the reverse transformation will therefore only be valid if the evaluation point coordinates are numerically the same in source and target coordinate reference system and in the same units.  That is, XS0 = XT0 = X0 and YS0 = YT0 = Y0.
Re 3 - The same holds for the scaling factors of the source and target coordinate differences and for the units of measure of the coordinate differences. That is, mS = mT = m.
Re 4 - 	If conditions 1, 2 and 3 are all satisfied it then may be possible to use the forward polynomial algorithm with the forward parameters for the reverse transformation. This is the case if the spatial variations in dX and dY around any given location are sufficiently constant.  The signs of the polynomial coefficients are then reversed but the scaling factor and the evaluation point coordinates retain their signs. If these spatial variations in dX and dY are too large, for the reverse transformation iteration would be necessary.   It is therefore not the algorithm that determines whether a single step solution is sufficient or whether iteration is required, but the desired accuracy combined with the degree of spatial variability of dX and dY.

An example of a reversible polynomial is transformation is ED50 to ED87 (1) for the North Sea.  The suitability of this transformation to be described by a reversible polynomial can easily be explained. In the first place both source and target coordinate reference systems are of type geographic 2D. The typical difference in coordinate values between ED50 and ED87 is in the order of 2 metres (approximately 10E-6 degrees) in the area of application. The polynomial functions are evaluated about central points with coordinates of 55 deg N, 0 deg E in both coordinate reference systems. The reduced coordinate differences (in degrees) are used as input parameters to the polynomial functions. The output coordinate differences are corrections to the input coordinate offsets of about 10E-6 degrees. This difference of several orders of magnitude between input and output values is the property that makes a polynomial function reversible in practice (although not in a formal mathematical sense).

The error made by the polynomial approximation formulas in calculating the reverse correction is of the same order of magnitude as the ratio of output versus input:
(output error / input error) = (	output valu/ input value) which is approximately 10E-6

As long as the input values (the coordinate offsets from the evaluation point) are orders of magnitude larger than the output (the corrections), and provided the coefficients are used with changed signs, the polynomial transformation may be considered to be reversible.","See Reversible polynomial of degree 4, code 9651, for general methodology.",Reversibility is subject to constraints.  See Guidance Note 7 for conditions and clarification.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,21-12-2002,NaN,0
9651,Reversible polynomial of degree 4,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

See method code 9647 for description of general polynomial formula.

A general polynomial transformation is reversible only when the following conditions are met.
1. The co-ordinates of source and target evaluation point are (numerically) the same.
2. The unit of measure of the coordinate differences in source and target coordinate reference system are the same.
3. The scaling factors applied to source and target coordinate differences are the same.
4. The spatial variation of the differences between the coordinate reference systems around any given location is sufficiently small.

Clarification on conditions for polynomial reversibility:
Regarding 1 and 2 - 	In the reverse transformation the roles of the source and target coordinate reference systems are reversed.  Consequently, the co-ordinates of the evaluation point in the source coordinate reference system become those in the target coordinate reference system in the reverse transformation. Usage of the same transformation parameters for the reverse transformation will therefore only be valid if the evaluation point coordinates are numerically the same in source and target coordinate reference system and in the same units.  That is, XS0 = XT0 = X0 and YS0 = YT0 = Y0.
Re 3 - The same holds for the scaling factors of the source and target coordinate differences and for the units of measure of the coordinate differences. That is, mS = mT = m.
Re 4 - 	If conditions 1, 2 and 3 are all satisfied it then may be possible to use the forward polynomial algorithm with the forward parameters for the reverse transformation. This is the case if the spatial variations in dX and dY around any given location are sufficiently constant.  The signs of the polynomial coefficients are then reversed but the scaling factor and the evaluation point coordinates retain their signs. If these spatial variations in dX and dY are too large, for the reverse transformation iteration would be necessary.   It is therefore not the algorithm that determines whether a single step solution is sufficient or whether iteration is required, but the desired accuracy combined with the degree of spatial variability of dX and dY.

An example of a reversible polynomial is transformation is ED50 to ED87 (1) for the North Sea.  The suitability of this transformation to be described by a reversible polynomial can easily be explained. In the first place both source and target coordinate reference systems are of type geographic 2D. The typical difference in coordinate values between ED50 and ED87 is in the order of 2 metres (approximately 10E-6 degrees) in the area of application. The polynomial functions are evaluated about central points with coordinates of 55 deg N, 0 deg E in both coordinate reference systems. The reduced coordinate differences (in degrees) are used as input parameters to the polynomial functions. The output coordinate differences are corrections to the input coordinate offsets of about 10E-6 degrees. This difference of several orders of magnitude between input and output values is the property that makes a polynomial function reversible in practice (although not in a formal mathematical sense).

The error made by the polynomial approximation formulas in calculating the reverse correction is of the same order of magnitude as the ratio of output versus input:
(output error / input error) = (	output valu/ input value) which is approximately 10E-6

As long as the input values (the coordinate offsets from the evaluation point) are orders of magnitude larger than the output (the corrections), and provided the coefficients are used with changed signs, the polynomial transformation may be considered to be reversible.","For geodetic transformation ED50 to ED87 (1)

Offset unit:  degree
Ordinate 1 of evaluation point X0  =   55° 00' 00.000""N  = +55 degrees
Ordinate 2 of evaluation point Y0  =     0° 00' 00.000""E   =   +0 degrees

Parameters:
A0 = -5.56098E-06   A1 = -1.55391E-06   ...   A14 = -4.01383E-09
B0 = +1.48944E-05   B2 = +2.68191E-05  ...   B14 = +7.62236E-09

Forward calculation for: 
ED50 Latitude     = Xs =52* 30’30""N   =     +52.508333333 degrees
ED50 Longitude  = Ys =  2*E=      +2.0 degrees   

U = XS - X0 =  * ED50 - X0  = 52.508333333 - 55.0 = -2.491666667 degrees
V = YS - Y0 =  * ED50 - Y0   = 2.0 - 0.0 = 2.0 degrees

dX = A0 + A1.U + ... + A14.V4
      = -5.56098E-06 + (-1.55391E-06 * -2.491666667) + ... + (-4.01383E-09 * 2.0^4)
      = -3.12958E-06 degrees

dY = B0 + B1.U + ... + B14.V4
      = +1.48944E-05 + (2.68191E-05 * -2.491666667) + ... + (7.62236E-09 * 2.0^4)
      = +9.80126E-06 degrees

Then  ED87 Latitude  =   XT = XS + dX
                                  =  52.508333333 - 3.12958E-06   degrees
                                  = 52* 30’ 29.9887"" N

ED87 Longitude  =   YT = YS + dY
                           = 2* 00’ 00.0353"" E


Reverse calculation for transformation ED50 to ED87 (1).
The transformation method for the ED50 to ED87 (1) transformation, 4th-order reversible polynomial, is reversible. The same formulas may be applied for the reverse calculation, but coefficients A0 through A14 and B0 through B14 are applied with reversal of their signs. Sign reversal is not applied to the coordinates of the evaluation point. Thus:
Ordinate 1 of evaluation point X0  =   55° 00' 00.000""N  = +55 degrees
Ordinate 2 of evaluation point Y0  =     0° 00' 00.000""E   =   +0 degrees
A0  = +5.56098E-06   A1 = +1.55391E-06   ...   A14 = +4.01383E-09
B0  = -1.48944E-05    B1 = -2.68191E-05    ...   B14 = -7.62236E-09

Reverse calculation for: 
ED87 Latitude     = XS = 52° 30’29.9887""N   =     +52.5083301944 degrees
ED87 Longitude  = YS =   2° 00’ 00.0353"" E   =     +2.0000098055 degrees   

U = 52.5083301944 - 55.0 = -2.4916698056 degrees
V = 2.0000098055 - 0.0 = 2.0000098055 degrees

dX = A0 + A1.U + ... + A14.V4
      = +5.56098E-06 + (1.55391E-06 * -2.491666667) + ... + (4.01383E-09 * 2.0000098055^4)
      = +3.12957E-06 degrees

dY = B0 + B1.U + ... + B14.V4
      = -1.48944E-05 + (-2.68191E-05 * -2.491666667) + ... + (-7.62236E-09 * 2.0000098055^4)
      = -9.80124E-06 degrees

Then ED50 Latitude  =   XT = XS + dX
                                 = 52.5083301944 + 3.12957E-06   degrees
                                 = 52° 30’ 30.000"" N

ED50 Longitude  =   YT = YS + dY
                           = 2° 00’ 00.000"" E",Reversibility is subject to constraints.  See Guidance Note 7 for conditions and clarification.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,13-6-2017,2017.018,0
9654,Reversible polynomial of degree 13,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

See method code 9648 for description of general polynomial formula.

A general polynomial transformation is reversible only when the following conditions are met.
1. The co-ordinates of source and target evaluation point are (numerically) the same.
2. The unit of measure of the coordinate differences in source and target coordinate reference system are the same.
3. The scaling factors applied to source and target coordinate differences are the same.
4. The spatial variation of the differences between the coordinate reference systems around any given location is sufficiently small.

Clarification on conditions for polynomial reversibility:
Regarding 1 and 2 - 	In the reverse transformation the roles of the source and target coordinate reference systems are reversed.  Consequently, the co-ordinates of the evaluation point in the source coordinate reference system become those in the target coordinate reference system in the reverse transformation. Usage of the same transformation parameters for the reverse transformation will therefore only be valid if the evaluation point coordinates are numerically the same in source and target coordinate reference system and in the same units.  That is, XS0 = XT0 = X0 and YS0 = YT0 = Y0.
Re 3 - The same holds for the scaling factors of the source and target coordinate differences and for the units of measure of the coordinate differences. That is, mS = mT = m.
Re 4 - 	If conditions 1, 2 and 3 are all satisfied it then may be possible to use the forward polynomial algorithm with the forward parameters for the reverse transformation. This is the case if the spatial variations in dX and dY around any given location are sufficiently constant.  The signs of the polynomial coefficients are then reversed but the scaling factor and the evaluation point coordinates retain their signs. If these spatial variations in dX and dY are too large, for the reverse transformation iteration would be necessary.   It is therefore not the algorithm that determines whether a single step solution is sufficient or whether iteration is required, but the desired accuracy combined with the degree of spatial variability of dX and dY.

An example of a reversible polynomial is transformation is ED50 to ED87 (1) for the North Sea.  The suitability of this transformation to be described by a reversible polynomial can easily be explained. In the first place both source and target coordinate reference systems are of type geographic 2D. The typical difference in coordinate values between ED50 and ED87 is in the order of 2 metres (approximately 10E-6 degrees) in the area of application. The polynomial functions are evaluated about central points with coordinates of 55 deg N, 0 deg E in both coordinate reference systems. The reduced coordinate differences (in degrees) are used as input parameters to the polynomial functions. The output coordinate differences are corrections to the input coordinate offsets of about 10E-6 degrees. This difference of several orders of magnitude between input and output values is the property that makes a polynomial function reversible in practice (although not in a formal mathematical sense).

The error made by the polynomial approximation formulas in calculating the reverse correction is of the same order of magnitude as the ratio of output versus input:
(output error / input error) = (	output valu/ input value) which is approximately 10E-6

As long as the input values (the coordinate offsets from the evaluation point) are orders of magnitude larger than the output (the corrections), and provided the coefficients are used with changed signs, the polynomial transformation may be considered to be reversible.","See Reversible polynomial of degree 4, code 9651, for general methodology.",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,13-6-2017,2017.018,0
9657,Vertical Offset and Slope,1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

In Europe, national height systems are related to the pan-European height system through three transformation parameters and the formula:

Ht = Hs + A + [IncLat * rhoO * (Lat – LatO)] + [IncLong * nuO * (Long – LongO) * cos(Lat)]

where
Ht = gravity-related height value in the target vertical coordinate reference system.
Hs = gravity-related height value in the source vertical coordinate reference system.
A is the value of the vertical offset to be applied.
IncLat is the value in radians of the inclination parameter in the latitude domain, i.e. in the plane of the meridian, derived at an evaluation point with coordinates of LatO , LongO.
IncLon is the value of the inclination parameter in the longitude domain, i.e. perpendicular to the plane of the meridian.
rhoO is the radius of curvature of the meridian at latitude LatO, where rhoO = a(1 – e^2)/(1 – e^2 * sin^2(LatO))^1.5
nuO is the radius of curvature on the prime vertical (i.e. perpendicular to the meridian) at latitude LatO, wh		ere nuO = a /(1 – e^2 * sin^2(LatO))^0.5
Lat , Long are the horizontal coordinates of the point in the ETRS89 coordinate reference system, in radians.
LatO , LongO are the coordinates of the evaluation point in the ETRS89 coordinate reference system, in radians.

The horizontal location of the point must always be given in ETRS89 terms. Care is required where compound coordinate reference systems are in use: if the horizontal coordinates of the point are known in the local CRS they must first be transformed to ETRS89 values. The method is reversible.",For coordinate transformation LN02 to EVRF2000 (1)

Ordinate 1 of evaluation point: 46deg 55min N = 0.818850307 	radians
Ordinate 2 of evaluation point: 8deg 11min E of Greenwich = 0.142826110 	radians
Transformation Parameters:
A = -0.245m		
IncLat = -0.210"  = -0.000001018 	radians
IncLong = -0.032"  = -0.000000155 	radians

Consider a point having a gravity-related height in the LN02 system (Hs) of 473.0m and with horizontal coordinates in the ETRS89 geographical coordinate reference system of:
ETRS89 latitude: 47deg 20 min N = 0.826122513 	radians
ETRS89 longitude: 9 deg 40min E of Greenwich = 0.168715161 	radians
				
Then rhoO = 6369526.88 m		
IncLat term = -0.047 m	
nuO = 6389555.64  m 		
incLong term = -0.017 m
whence EVRF2000 height (Ht) = 473.0 +(-0.245) + (-0.047) + (-0.017) = 472.690 m.,This transformation allows calculation of height in the target system by applying the parameter values to the height value of the point in the source system.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,14-4-2004,2011.108,1
9802,Lambert Conic Conformal (2SP),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

To derive the projected Easting and Northing coordinates of a point with geographical coordinates (lat,lon) the formulas for the one standard parallel case are:

E = EF + r sin(theta)
N = NF + rF - r cos(theta)
where
m = cos(lat)/(1 - e^2 sin^2(lat))^0.5     for m1, lat1, and m2, lat2 where lat1 and lat2 are the latitudes of the two standard parallels.
t  = tan(pi/4 - lat/2)/[(1 - e sin(lat))/(1 + e sin(lat))]^(e/2)   for t1, t2, tF and t using lat1, lat2, latF and lat respectively.
n = (loge(m1) - loge(m2))/(loge(t1) - loge(t2))
F = m1/(n  t1^n)
r =  a F t^n         for rF and r, where rF is the radius of the parallel of latitude of the false origin.
theta = n(lon - lon0)

The reverse formulas to derive the latitude and longitude of a point from its Easting and Northing values are:

lat = pi/2 - 2arctan{t'[(1 - esin(lat))/(1 + esin(lat))]^(e/2)}
lon = theta'/n +lon0
where
r' = +/-[(E - EF)^2 + {rF - (N - NF)}^2]^0.5 , taking the sign of n
t' = (r'/(aF))^(1/n)
theta' = atan2 [(E- EF),(rF - (N- NF))]
(see implementation notes in GN7-2 preface for atan2 convention)
and n, F, and rF are derived as for the forward calculation.

Note that the formula for lat requires iteration. First calculate t' and then a trial value for lat using 
lat = /2-2atan(t'). Then use the full equation for lat substituting the trial value into the right hand side of the equation. Thus derive a new value for lat. Iterate the process until lat does not change significantly. The solution should quickly converge, in 3 or 4 iterations.","Example 1 (Northern Hemisphere) 
For Projected Coordinate System NAD27 / Texas South Central

Parameters:
Ellipsoid  Clarke 1866, a = 6378206.400 metres = 20925832.16 US survey feet
                      1/f = 294.97870
then e = 0.08227185 and e^2 = 0.00676866

Latitude False Origin     = 27°50'00""N = 0.48578331 rad
Longitude False Origin    = 99°00'00""W = -1.72787596 rad
First Standard Parallel   = 28°23'00""N = 0.49538262 rad
Second Standard Parallel  = 30°17'00""N = 0.52854388 rad
Easting at false origin   = 2000000.00 US survey feet
Northing at false origin  =       0.00 US survey feet

Forward calculation for: 
Latitude     28°30'00.00""N =  0.49741884 rad
Longitude    96°00'00.00""W = -1.67551608 rad

first gives :
m1 = 0.88046050
m2 = 0.86428642
t = 0.59686306
tF = 0.60475101
t1 = 0.59823957
t2 = 0.57602212
n = 0.48991263
F = 2.31154807
r = 37565039.86
rF = 37807441.20
theta = 0.02565177

Then
 Easting E = 2963503.91 US survey feet
Northing N =  254759.80 US survey feet

Reverse calculation for same easting and northing first gives:
theta' = 0.025651765     
r'     = 37565039.86
t'     = 0.59686306

Then 
 Latitude = 28°30'00.000""N
Longitude = 96°00'00.000""W



Example 2 (Southern Hemisphere):

For Projected Coordinate Reference System: AGD66 / Vicgrid66 (EPSG CRS code 3110)

Parameters:
Ellipsoid: Australian National Spheroid  a = 6378160.0 metres  1/f = 298.25
then:
e = 0.081820179996 and e^2 = 0.00669454185
			
Latitude of false origin = 37°00'00.000""S = -0.64577182 rad
Longitude of false origin = 145°00'00.000""E = 2.530727415 rad
Latitude of 1st standard parallel = 36°00'00.000""S = -0.62831853 rad
Latitude of 2nd standard parallel = 38°00'00.000""S = -0.66322512 rad
Easting at false origin	= 2500000.000 metres
Northing at false origin = 4500000.000 metres


Forward calculation for: 
Latitude  =  37°45'00.000""S = -0.658861793 rad
Longitude = 145°45'00.000""E = 2.5263640923 rad

first gives :
m1    = 0.809954211
m2    = 0.789012446
t     = 2.030654821
tF    = 1.997618776
t1    = 1.954896966
t2    = 2.0418636298
n     = -0.6018461050
F     = -2.0145905003
r     = -8389432.783
rF    =	-8472661.322
theta = 0.002626049				

Then	
 Easting E = 2477968.963 metres
Northing N = 4416742.535 metres


Reverse calculation for same easting and northing first gives:
(Since n is negative, we reverse the signs of both atan2 arguments to calculate theta')
theta' = 0.002626049
t'     = 2.030654821
r'     = -8389432.783

Then	
 Latitude =  37°45'00.000""S
Longitude = 144°45'00.000""E",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,30-3-2020,1999.280 2001.080 2017.018 2017.024 2020.006,0
