COORD_REF_SYS_CODE,"COORD_REF_SYS_NAME",AREA_OF_USE_CODE,COORD_REF_SYS_KIND,COORD_SYS_CODE,DATUM_CODE,BASE_CRS_CODE,PROJECTION_CONV_CODE,CMPD_HORIZCRS_CODE,CMPD_VERTCRS_CODE,CRS_SCOPE,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_CRS,DEPRECATED
5520,"DHDN / 3-degree Gauss-Kruger zone 1",NaN,projected,4530,NaN,4314,16261,NaN,NaN,NaN,See CRS code 5680 for variant with axes order reversed to easting before northing for use in GIS applications.,Geological Survey of Lower Saxony via Bundesamt für Kartographie und Geodäsie (BKG).,EPSG,21-1-2012,2011.050 2011.104,1,0
31467,"DHDN / 3-degree Gauss-Kruger zone 3",NaN,projected,4530,NaN,4314,16263,NaN,NaN,NaN,Zone width 3 degrees. Also used offshore by State Geological Surveys. Not used offshore in oil industry. See CRS code 5677 for variant with axes order reversed to easting before northing for use in GIS applications.,Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,EPSG,21-1-2012,2005.180 2006.410 2008.011 2011.050 2011.104,1,0
31468,"DHDN / 3-degree Gauss-Kruger zone 4",NaN,projected,4530,NaN,4314,16264,NaN,NaN,NaN,Zone width 3 degrees. Also used offshore by State Geological Surveys. Not used offshore in oil industry. See CRS code 5678 for variant with axes order reversed to easting before northing for use in GIS applications.,Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,EPSG,21-1-2012,2005.180 2006.460 2008.011 2011.050 2011.104,1,0
31469,"DHDN / 3-degree Gauss-Kruger zone 5",NaN,projected,4530,NaN,4314,16265,NaN,NaN,NaN,Zone width 3 degrees. Also used offshore by State Geological Surveys. Not used offshore in oil industry. See CRS code 5679 for variant with axes order reversed to easting before northing for use in GIS applications.,Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,EPSG,21-1-2012,2006.410 2008.011 2011.050 2011.104,1,0
3300,"Estonian Coordinate System of 1992",NaN,projected,4530,NaN,4133,19938,NaN,NaN,NaN,EST97 / TM Baltic (CRS code 25884) used for medium and small scale applications. Replaced by Estonian Coordinate System of 1997 (code 3301).,http://www.geo.ut.ee/,EPSG,30-6-2011,2005.460 2011.055,1,0
3301,"Estonian Coordinate System of 1997",NaN,projected,4530,NaN,4180,19938,NaN,NaN,NaN,Replaces Estonian Coordinate System of 1992 (code 3300). EST97 / TM Baltic (CRS code 25884) used for medium and small scale applications.,Estonian National Land Board via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,EPSG,27-5-2005,2005.180,1,0
31466,"DHDN / 3-degree Gauss-Kruger zone 2",NaN,projected,4530,NaN,4314,16262,NaN,NaN,NaN,Zone width 3 degrees. Also used offshore between 4.5°E and 7.5°E by State Geological Surveys. Not used offshore in oil industry. See CRS code 5676 for variant with axes order reversed to easting before northing for use in GIS applications.,Bundesamt für Kartographie und Geodäsie via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,EPSG,21-1-2012,2005.180 2006.410 2008.011 2011.050 2011.104,1,0
2044,"Hanoi 1972 / Gauss-Kruger zone 18",NaN,projected,4530,NaN,4147,16218,NaN,NaN,NaN,Replaces use of Indian 1960 / UTM zone 48 after 1988. Replaced by VN-2000 / UTM zone 48N (CRS code 3405).,NaN,EPSG,13-9-2006,1999.740 2006.740,1,0
2045,"Hanoi 1972 / Gauss-Kruger zone 19",NaN,projected,4530,NaN,4147,16219,NaN,NaN,NaN,Replaces use of Indian 1960 / UTM zone 49 after 1988. Replaced by VN-2000 / UTM zone 48N (CRS code 3406).,NaN,EPSG,13-9-2006,1999.740 2006.840,1,0
2393,"KKJ / Finland Uniform Coordinate System",NaN,projected,4530,NaN,4123,18193,NaN,NaN,NaN,Known as Uniform Coordinate System (YKJ) when used over all country and also as Basic Coordinate System zone 3 at larger scales.,National Land Survey of Finland;
http://www.maanmittauslaitos.fi,EPSG,2-5-2010,2005.180 2008.112,1,0
6679,"JGD2011 / Japan Plane Rectangular CS XI",NaN,projected,4530,NaN,6668,17811,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS XI (CRS code 2453) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6680,"JGD2011 / Japan Plane Rectangular CS XII",NaN,projected,4530,NaN,6668,17812,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS XII (CRS code 2454) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6681,"JGD2011 / Japan Plane Rectangular CS XIII",NaN,projected,4530,NaN,6668,17813,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS XIII (CRS code 2455) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6682,"JGD2011 / Japan Plane Rectangular CS XIV",NaN,projected,4530,NaN,6668,17814,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS IV (CRS code 2456) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6683,"JGD2011 / Japan Plane Rectangular CS XV",NaN,projected,4530,NaN,6668,17815,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS XV (CRS code 2457) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6684,"JGD2011 / Japan Plane Rectangular CS XVI",NaN,projected,4530,NaN,6668,17816,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS XVI (CRS code 2458) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6685,"JGD2011 / Japan Plane Rectangular CS XVII",NaN,projected,4530,NaN,6668,17817,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS XVII (CRS code 2459) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6686,"JGD2011 / Japan Plane Rectangular CS XVIII",NaN,projected,4530,NaN,6668,17818,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS XVIII (CRS code 2460) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6687,"JGD2011 / Japan Plane Rectangular CS XIX",NaN,projected,4530,NaN,6668,17819,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS XIX (CRS code 2461) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
2096,"Korean 1985 / East Belt",NaN,projected,4530,NaN,4162,18251,NaN,NaN,NaN,"Replaces Tokyo 1892 / Korea East Belt (CRS code 5171). Although it was intended that the grids were for most practical purposes coincident, a 10.405"" (250m) longitude offset was introduced. Replaced by Korean 1985 / Modified East Belt (CRS code 5176).",National Geographic Information Institute (NGII).,EPSG,30-6-2010,2001.280 2005.460 2010.050,1,0
2097,"Korean 1985 / Central Belt",NaN,projected,4530,NaN,4162,18252,NaN,NaN,NaN,"Replaces Tokyo 1892 / Korea Central Belt (CRS code 5170). Although it was intended that the grids were for most practical purposes coincident, a 10.405"" (250m) longitude offset was introduced. Replaced by Korean 1985 / Modified Central Belt (code 5174).",National Geographic Information Centre (NGII).,EPSG,30-6-2010,2001.280 2005.460 2010.050,1,0
2098,"Korean 1985 / West Belt",NaN,projected,4530,NaN,4162,18253,NaN,NaN,NaN,"Replaces Tokyo 1892 / Korea West Belt (CRS code 5169). Although it was intended that the grids were for most practical purposes coincident, a 10.405"" (250m) longitude offset was introduced. Replaced by Korean 1985 / Modified West Belt (CRS code 5173).",National Geographic Information Institute (NGII).,EPSG,30-6-2010,2001.280 2005.460 2010.050,1,0
5167,"Korean 1985 / East Sea Belt",NaN,projected,4530,NaN,4162,5049,NaN,NaN,NaN,Replaces Tokyo 1892 / Korea East Sea Belt (CRS code 5172). Although it was intended that the grids were for most practical purposes coincident a 10.405" (250m) longitude offset was introduced. Replaced by Korean 1985 / Modified East Sea Belt (code 5177).,National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5168,"Korean 1985 / Central Belt Jeju",NaN,projected,4530,NaN,4162,5131,NaN,NaN,NaN,Introduced to replace Korean 1985 / Central Belt (CRS code 2097) on Jeju to avoid negative northing coordinates. Replaced by Korean 1985 / Modified Central Belt Jeju (code 5175).,National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5173,"Korean 1985 / Modified West Belt",NaN,projected,4530,NaN,4162,5161,NaN,NaN,NaN,Unofficial system replacing Korean 1985 / West Belt (code 2098) to correct 10.405" longitude difference and make grid for most practical purposes coincident with Tokyo 1892 / West Belt (code 5169). Replaced by Korea 2000 / West Belt (code 5180).,Korean Association of Surveying and Mapping.,EPSG,28-6-2010,2010.050,1,0
5174,"Korean 1985 / Modified Central Belt",NaN,projected,4530,NaN,4162,5162,NaN,NaN,NaN,Unofficial system replacing Korean 1985 / Central Belt (code 2097) to correct 10.405" longitude difference and make grid for most practical purposes coincident with Tokyo 1892 / Central Belt (code 5170). Replaced by Korea 2000 / Central Belt (code 5181).,Korean Association of Surveying and Mapping.,EPSG,28-6-2010,2010.050,1,0
5175,"Korean 1985 / Modified Central Belt Jeju",NaN,projected,4530,NaN,4162,5163,NaN,NaN,NaN,Unofficial system replacing Korean 1985 / Central Belt Jeju (code 5168) to correct 10.405" longitude difference. Replaced by Korea 2000 / Central Belt Jeju (code 5182).,Korean Association of Surveying and Mapping.,EPSG,28-6-2010,2010.050,1,0
5176,"Korean 1985 / Modified East Belt",NaN,projected,4530,NaN,4162,5164,NaN,NaN,NaN,Unofficial system replacing Korean 1985 / East Belt (code 2096) to correct 10.405" longitude difference and make grid for most practical purposes coincident with Tokyo 1892 / East Belt (code 5171). Replaced by Korea 2000 / East Belt (code 5183).,Korean Association of Surveying and Mapping.,EPSG,28-6-2010,2010.050,1,0
5177,"Korean 1985 / Modified East Sea Belt",NaN,projected,4530,NaN,4162,5165,NaN,NaN,NaN,Unofficial system replacing Korean 1985 / E Sea Belt (code 5167) to correct 10.405" longitude difference and make grid for most practical purposes coincident with Tokyo 1892 / E Sea Belt (code 5172). Replaced by Korea 2000 / East Sea Belt (code 5184).,Korean Association of Surveying and Mapping.,EPSG,28-6-2010,2010.050,1,0
5178,"Korean 1985 / Unified CS",NaN,projected,4530,NaN,4162,5100,NaN,NaN,NaN,Introduced in 2004. From 2010 replaced by Korea 2000 / Unified CS (CRS code 5179).,National Geographic Information Institute (NGII).,EPSG,25-1-2011,2010.050 2011.004,1,0
5179,"Korea 2000 / Unified CS",NaN,projected,4530,NaN,4737,5100,NaN,NaN,NaN,Replaces Korean 1985 / Unified CS (CRS code 5178) from 2010.,National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5180,"Korea 2000 / West Belt",NaN,projected,4530,NaN,4737,18253,NaN,NaN,NaN,"Introduced 2003, withdrawn 2009-12-31. Replaces Korean 1985 / West Belt (CRS code 2098) and Korean 1985 / Modified West Belt (CRS code 5173).  Replaced by Korea 2000 / West Belt 2010 (CRS code 5185) .",National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5181,"Korea 2000 / Central Belt",NaN,projected,4530,NaN,4737,18252,NaN,NaN,NaN,"Introduced 2003, withdrawn 2009-12-31. Replaces Korean 1985 / Central Belt (CRS code 2097) and Korean 1985 / Modified Central Belt (CRS code 5174).  Replaced by Korea 2000 / Central Belt 2010 (CRS code 5186).",National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5182,"Korea 2000 / Central Belt Jeju",NaN,projected,4530,NaN,4737,5131,NaN,NaN,NaN,"Introduced 2003, withdrawn 2009-12-31. Replaces Korean 1985 / Central Belt Jeju (CRS code 5168) and Korean 1985 / Modified Central Belt Jeju (CRS code 5175).  Replaced by Korea 2000 / Central Belt 2010 (CRS code 5186).",National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5183,"Korea 2000 / East Belt",NaN,projected,4530,NaN,4737,18251,NaN,NaN,NaN,"Introduced 2003, withdrawn 2009-12-31. Replaces Korean 1985 / East Belt (CRS code 2096) and Korean 1985 / Modified East Belt (CRS code 5176).  Replaced by Korea 2000 / East Belt 2010 (CRS code 5187).",National Geographic Information Institute (NGII).,EPSG,30-6-2010,2010.050,1,0
5184,"Korea 2000 / East Sea Belt",NaN,projected,4530,NaN,4737,5049,NaN,NaN,NaN,"Introduced 2003, withdrawn 2009-12-31. Replaces Korean 1985 / East Sea Belt (CRS code 5167) and Korean 1985 / Modified East Sea Belt (CRS code 5177).  Replaced by Korea 2000 / East Sea Belt 2010 (CRS code 5188).",National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5185,"Korea 2000 / West Belt 2010",NaN,projected,4530,NaN,4737,5101,NaN,NaN,NaN,"Legally mandated CRS from 2010-01-01. Replaces Korean 1985 / West Belt (CRS code 2098), Korean 1985 / Modified West Belt (CRS code 5173) and Korea 2000 / West Belt (CRS code 5180).",National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5186,"Korea 2000 / Central Belt 2010",NaN,projected,4530,NaN,4737,5102,NaN,NaN,NaN,"Legally mandated CRS from 2010-01-01. Replaces Korean 1985 / Central Belt, Central Belt Jeju, Modified Central Belt, Modified Central Belt Jeju (CRS codes 2097, 5168, 5174 and 5175) and Korea 2000 / Central Belt and Central Belt Jeju (CRS codes 5181-82).",National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5187,"Korea 2000 / East Belt 2010",NaN,projected,4530,NaN,4737,5103,NaN,NaN,NaN,"Legally mandated CRS from 2010-01-01. Replaces Korean 1985 / East Belt (CRS code 2096), Korean 1985 / Modified East Belt (CRS code 5176) and Korea 2000 / East Belt (CRS code 5183).",National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
5188,"Korea 2000 / East Sea Belt 2010",NaN,projected,4530,NaN,4737,5104,NaN,NaN,NaN,"Legally mandated CRS from 2010-01-01. Replaces Korean 1985 / East Sea Belt (CRS code 5167), Korean 1985 / Modified East Sea Belt (CRS code 5177) and Korea 2000 / East Sea Belt (CRS code 5184).",National Geographic Information Institute (NGII).,EPSG,28-6-2010,2010.050,1,0
2600,"Lietuvos Koordinoei Sistema 1994",NaN,projected,4530,NaN,4669,19934,NaN,NaN,NaN,LKS94 / TM Baltic (CRS code 25884) used for medium and small scale applications.,NaN,EPSG,27-5-2005,2004.550 2005.180,1,1
9272,"MGI / Austria Central",NaN,projected,4530,NaN,4312,9269,NaN,NaN,NaN,Greenwich equivalent of MGI (Ferro) / Austria Central Zone (alias Gebrauchsnetz) (EPSG code 31282).,Bundesamt für Eich- und Vermessungswesen (BEV).,EPSG,23-11-2019,2019.085,1,0
31281,"MGI (Ferro) / Austria West Zone",NaN,projected,4530,NaN,4805,18041,NaN,NaN,NaN,Also known as "Gebrauchsnetz M28". See MGI / Austria West (CRS code 9271) for equivalent Greenwich-based system used for BEV Geoportal. For other uses see MGI (Ferro) / Austria zone M28 (alias Bundesmeldenetz M28) (CRS code 31288).,Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG,16-1-2020,2002.570 2005.180 2007.085 2019.085,1,0
31282,"MGI (Ferro) / Austria Central Zone",NaN,projected,4530,NaN,4805,18042,NaN,NaN,NaN,Also known as "Gebrauchsnetz M31". See MGI / Austria Central (CRS code 9272) for equivalent Greenwich-based system used for BEV Geoportal. For other uses see MGI (Ferro) / M31 (alias Bundesmeldenetz M31) (CRS code 31289).,Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG,16-1-2020,2002.570 2005.180 2007.085 2019.085,1,0
31283,"MGI (Ferro) / Austria East Zone",NaN,projected,4530,NaN,4805,18043,NaN,NaN,NaN,Also known as "Gebrauchsnetz M34". See MGI / Austria East (CRS code 9273) for equivalent Greenwich-based system used for BEV Geoportal. For other uses see MGI (Ferro) / M34 (alias Bundesmeldenetz M34) (CRS code 31290).,Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG,16-1-2020,2002.570 2005.180 2007.085 2019.085,1,0
31288,"MGI (Ferro) / Austria zone M28",NaN,projected,4530,NaN,4805,18047,NaN,NaN,NaN,Also known as Bundesmeldenetz. For equivalent using Greenwich meridian see MGI / Austria M28 (code 31284). For cadastral survey see MGI (Ferro) / Austria West Zone (alias Gebrauchsnetz M28) (EPSG code 31281).,Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG,16-1-2020,2006.971 2007.085 2019.085,1,0
31289,"MGI (Ferro) / Austria zone M31",NaN,projected,4530,NaN,4805,18048,NaN,NaN,NaN,Also known as Bundesmeldenetz. For equivalent using Greenwich meridian see MGI / Austria M31 (code 31285). For cadastral survey see MGI (Ferro) / Austria Central Zone (alias Gebrauchsnetz M31) (EPSG code 31282).,Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG,16-1-2020,2006.971 2007.085 2019.085,1,0
31290,"MGI (Ferro) / Austria zone M34",NaN,projected,4530,NaN,4805,18049,NaN,NaN,NaN,Also known as Bundesmeldenetz. For equivalent using Greenwich meridian see MGI / Austria M34 (code 31286). For cadastral survey see MGI (Ferro) / Austria East Zone (alias Gebrauchsnetz M34) (EPSG code 31283).,Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG,16-1-2020,2006.971 2007.085 2019.085,1,0
2170,"MGI / Slovenia Grid",NaN,projected,4530,NaN,4312,19967,NaN,NaN,NaN,Truncated form of MGI / Balkans zone 5 (CRS code 31275). Replaced by D48/GK (CRS code 3787) soon after Slovenian independence.,NaN,EPSG,11-4-2008,2005.180 2008.019 2009.015,1,1
3911,"MGI 1901 / Slovenia Grid",NaN,projected,4530,NaN,3906,19967,NaN,NaN,NaN,Truncated form of MGI 1901 / Balkans zone 5 (CRS code 3907). Replaced by D48/GK (CRS code 3912) soon after Slovenian independence.,NaN,EPSG,21-1-2012,2009.015 2012.003 2018.037,1,1
4026,"MOLDREF99 / Moldova TM",NaN,projected,4530,NaN,4023,3999,NaN,NaN,NaN,"For mapping at 1:25,000 scale and smaller use WGS 84 / UTM (CRS codes 4037-38).",State Agency for Land Relations & Cadastre.,EPSG,25-4-2013,2009.026 2013.013,1,0
9271,"MGI / Austria West",NaN,projected,4530,NaN,4312,9268,NaN,NaN,NaN,Greenwich equivalent of MGI (Ferro) / Austria West Zone (alias Gebrauchsnetz) (EPSG code 31281).,Bundesamt für Eich- und Vermessungswesen (BEV).,EPSG,23-11-2019,2019.085,1,0
9273,"MGI / Austria East",NaN,projected,4530,NaN,4312,9270,NaN,NaN,NaN,Greenwich equivalent of MGI (Ferro) / Austria East Zone (alias Gebrauchsnetz) (EPSG code 31283).,Bundesamt für Eich- und Vermessungswesen (BEV).,EPSG,23-11-2019,2019.085,1,0
31254,"MGI / Austria GK West",NaN,projected,4530,NaN,4312,18004,NaN,NaN,NaN,Used as default CRS for digital data distribution through the BEV Geoportal. See CRS code 31251 for equivalent CRS referenced to Ferro meridian.,Bundesamt fur Eich- und Vermessungswesen (BEV); Wien. www.bev.gv.at,EPSG,25-2-2011,2011.014,1,0
31255,"MGI / Austria GK Central",NaN,projected,4530,NaN,4312,18005,NaN,NaN,NaN,Used as default CRS for digital data distribution through the BEV Geoportal. See CRS code 31252 for equivalent CRS referenced to Ferro meridian.,Bundesamt fur Eich- und Vermessungswesen (BEV); Wien. www.bev.gv.at,EPSG,25-2-2011,2011.014,1,0
31256,"MGI / Austria GK East",NaN,projected,4530,NaN,4312,18006,NaN,NaN,NaN,Used as default CRS for digital data distribution through the BEV Geoportal. See CRS code 31253 for equivalent CRS referenced to Ferro meridian.,Bundesamt fur Eich- und Vermessungswesen (BEV); Wien. www.bev.gv.at,EPSG,25-2-2011,2011.014,1,0
31287,"MGI / Austria Lambert",NaN,projected,4530,NaN,4312,19947,NaN,NaN,NaN,Replaced by ETRS89 / Austria Lambert (CRS code 3416).,Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG,12-12-2006,2006.971,1,0
6669,"JGD2011 / Japan Plane Rectangular CS I",NaN,projected,4530,NaN,6668,17801,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS I (CRS code 2443) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6670,"JGD2011 / Japan Plane Rectangular CS II",NaN,projected,4530,NaN,6668,17802,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS II (CRS code 2444) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6671,"JGD2011 / Japan Plane Rectangular CS III",NaN,projected,4530,NaN,6668,17803,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS III (CRS code 2445) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6672,"JGD2011 / Japan Plane Rectangular CS IV",NaN,projected,4530,NaN,6668,17804,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS IV (CRS code 2446) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6673,"JGD2011 / Japan Plane Rectangular CS V",NaN,projected,4530,NaN,6668,17805,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS V (CRS code 2447) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6674,"JGD2011 / Japan Plane Rectangular CS VI",NaN,projected,4530,NaN,6668,17806,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS VI (CRS code 2448) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6675,"JGD2011 / Japan Plane Rectangular CS VII",NaN,projected,4530,NaN,6668,17807,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS VII (CRS code 2449) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6676,"JGD2011 / Japan Plane Rectangular CS VIII",NaN,projected,4530,NaN,6668,17808,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS VIII (CRS code 2450) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
6677,"JGD2011 / Japan Plane Rectangular CS IX",NaN,projected,4530,NaN,6668,17809,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS IX (CRS code 2451) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,16-12-2013,2013.063,1,0
6678,"JGD2011 / Japan Plane Rectangular CS X",NaN,projected,4530,NaN,6668,17810,NaN,NaN,NaN,Replaces JGD2000 / Japan Plane Rectangular CS X (CRS code 2452) with effect from 21st October 2011.,Geospatial Information Authority of Japan (GSI).,EPSG,15-12-2013,2013.063,1,0
3059,"LKS92 / Latvia TM",NaN,projected,4530,NaN,4661,19990,NaN,NaN,NaN,LKS92 / TM Baltic (CRS code 25884) used for medium and small scale applications.,Latvijas Republikas Valsts zemes dienests (State Land Service of the Republic of Latvia) via EuroGeographics. http://crs.bkg.bund.de/crs-eu,EPSG,27-5-2005,2005.180,1,0
2082,"Pampa del Castillo / Argentina 2",NaN,projected,4530,NaN,4161,18032,NaN,NaN,NaN,"Replaced by Campo Inchauspe / Argentina 2 (CRS code 22192) for topographic mapping, but use continues for oil exploration and production in Golfo San Jorge basin (44°S to 47.5°S).",Various oil industry records.,EPSG,16-1-2020,2002.360 2009.094 2019.086,1,0
3396,"PD/83 / 3-degree Gauss-Kruger zone 3",NaN,projected,4530,NaN,4746,16263,NaN,NaN,NaN,Consistent with DHDN (CRS code 4314) at the 1-metre level. For low accuracy applications PD/83 can be considered the same as DHDN. See CRS code 5666 for variant with axes order reversed to easting before northing for use in GIS applications.,BKG via EuroGeographics. http://crs.bkg.bunde.de,EPSG,21-1-2012,2006.894 2008.011 2011.104,1,0
3397,"PD/83 / 3-degree Gauss-Kruger zone 4",NaN,projected,4530,NaN,4746,16264,NaN,NaN,NaN,Consistent with DHDN (CRS code 4314) at the 1-metre level. For low accuracy applications PD/83 can be considered the same as DHDN. See CRS code 5667 for variant with axes order reversed to easting before northing for use in GIS applications.,BKG via EuroGeographics. http://crs.bkg.bunde.de,EPSG,21-1-2012,2006.894 2008.011 2011.104,1,0
5343,"POSGAR 2007 / Argentina 1",NaN,projected,4530,NaN,5340,18031,NaN,NaN,NaN,Adopted as official replacement of POSGAR 94 / Argentina 1 in May 2009.   Also replaces de facto use of POSGAR 98 / Argentina 1 as of same date.,"Instituto Geográfico Militar de la República Argentina, http://www.igm.gov.ar.",EPSG,14-3-2020,2009.028 2020.013,1,0
5344,"POSGAR 2007 / Argentina 2",NaN,projected,4530,NaN,5340,18032,NaN,NaN,NaN,Adopted as official replacement of POSGAR 94 / Argentina 2 in May 2009.   Also replaces de facto use of POSGAR 98 / Argentina 2 as of same date.,"Instituto Geográfico Militar de la República Argentina, http://www.igm.gov.ar.",EPSG,14-3-2020,2009.028 2020.013,1,0
5345,"POSGAR 2007 / Argentina 3",NaN,projected,4530,NaN,5340,18033,NaN,NaN,NaN,Adopted as official replacement of POSGAR 94 / Argentina 3 in May 2009.   Also replaces de facto use of POSGAR 98 / Argentina 3 as of same date.,"Instituto Geográfico Militar de la República Argentina, http://www.igm.gov.ar.",EPSG,14-3-2020,2009.028 2020.013,1,0
5346,"POSGAR 2007 / Argentina 4",NaN,projected,4530,NaN,5340,18034,NaN,NaN,NaN,Adopted as official replacement of POSGAR 94 / Argentina 4 in May 2009.   Also replaces de facto use of POSGAR 98 / Argentina 4 as of same date.,"Instituto Geográfico Militar de la República Argentina, http://www.igm.gov.ar.",EPSG,14-3-2020,2009.028 2020.013,1,0
5347,"POSGAR 2007 / Argentina 5",NaN,projected,4530,NaN,5340,18035,NaN,NaN,NaN,Adopted as official replacement of POSGAR 94 / Argentina 5 in May 2009.   Also replaces de facto use of POSGAR 98 / Argentina 5 as of same date.,"Instituto Geográfico Militar de la República Argentina, http://www.igm.gov.ar.",EPSG,14-3-2020,2009.028 2020.013,1,0
5348,"POSGAR 2007 / Argentina 6",NaN,projected,4530,NaN,5340,18036,NaN,NaN,NaN,Adopted as official replacement of POSGAR 94 / Argentina 6 in May 2009.   Also replaces de facto use of POSGAR 98 / Argentina 6 as of same date.,"Instituto Geográfico Militar de la República Argentina, http://www.igm.gov.ar.",EPSG,14-3-2020,2009.028 2020.013,1,0
5349,"POSGAR 2007 / Argentina 7",NaN,projected,4530,NaN,5340,18037,NaN,NaN,NaN,Adopted as official replacement of POSGAR 94 / Argentina 7 in May 2009.   Also replaces de facto use of POSGAR 98 / Argentina 7 as of same date.,"Instituto Geográfico Militar de la República Argentina, http://www.igm.gov.ar.",EPSG,14-3-2020,2009.028 2020.013,1,0
9284,"Pampa del Castillo / Argentina 1",NaN,projected,4530,NaN,4161,18031,NaN,NaN,NaN,"Replaced by Campo Inchauspe / Argentina 1 (CRS code 22191) for topographic mapping, but use continues for oil exploration and production in Golfo San Jorge basin (44°S to 47.5°S).",Various oil industry records.,EPSG,14-12-2019,2019.086,1,0
9285,"Pampa del Castillo / Argentina 3",NaN,projected,4530,NaN,4161,18033,NaN,NaN,NaN,"Replaced by Campo Inchauspe / Argentina 3 (CRS code 22193) for topographic mapping, but use continues for oil exploration and production in Golfo San Jorge basin (44°S to 47.5°S).",Various oil industry records.,EPSG,14-12-2019,2019.086,1,0
