ALIAS CODE,OBJECT_TABLE_NAME,OBJECT_CODE,NAMING_SYSTEM_CODE,"ALIAS",REMARKS
4707,Coordinate Reference System,2540,7302,"Pulkovo 1942 / 3GK zn 24",NaN
4708,Coordinate Reference System,2541,7302,"Pulkovo 1942 / 3GK zn 25",NaN
4709,Coordinate Reference System,2542,7302,"Pulkovo 1942 / 3GK zn 26",NaN
4710,Coordinate Reference System,2543,7302,"Pulkovo 1942 / 3GK zn 27",NaN
4711,Coordinate Reference System,2544,7302,"Pulkovo 1942 / 3GK zn 28",NaN
4712,Coordinate Reference System,2545,7302,"Pulkovo 1942 / 3GK zn 29",NaN
4713,Coordinate Reference System,2546,7302,"Pulkovo 1942 / 3GK zn 30",NaN
4714,Coordinate Reference System,2547,7302,"Pulkovo 1942 / 3GK zn 31",NaN
4715,Coordinate Reference System,2548,7302,"Pulkovo 1942 / 3GK zn 32",NaN
4716,Coordinate Reference System,2549,7302,"Pulkovo 1942 / 3GK zn 33",NaN
4717,Coordinate Reference System,2551,7302,"Pulkovo 1942 / 3GK zn 34",NaN
4718,Coordinate Reference System,2552,7302,"Pulkovo 1942 / 3GK zn 35",NaN
4719,Coordinate Reference System,2553,7302,"Pulkovo 1942 / 3GK zn 36",NaN
4720,Coordinate Reference System,2554,7302,"Pulkovo 1942 / 3GK zn 37",NaN
4721,Coordinate Reference System,2555,7302,"Pulkovo 1942 / 3GK zn 38",NaN
4722,Coordinate Reference System,2556,7302,"Pulkovo 1942 / 3GK zn 39",NaN
4723,Coordinate Reference System,2557,7302,"Pulkovo 1942 / 3GK zn 40",NaN
4724,Coordinate Reference System,2558,7302,"Pulkovo 1942 / 3GK zn 41",NaN
4725,Coordinate Reference System,2559,7302,"Pulkovo 1942 / 3GK zn 42",NaN
4726,Coordinate Reference System,2560,7302,"Pulkovo 1942 / 3GK zn 43",NaN
4727,Coordinate Reference System,2561,7302,"Pulkovo 1942 / 3GK zn 44",NaN
4728,Coordinate Reference System,2562,7302,"Pulkovo 1942 / 3GK zn 45",NaN
4729,Coordinate Reference System,2563,7302,"Pulkovo 1942 / 3GK zn 46",NaN
4730,Coordinate Reference System,2564,7302,"Pulkovo 1942 / 3GK zn 47",NaN
4731,Coordinate Reference System,2565,7302,"Pulkovo 1942 / 3GK zn 48",NaN
4732,Coordinate Reference System,2566,7302,"Pulkovo 1942 / 3GK zn 49",NaN
4733,Coordinate Reference System,2567,7302,"Pulkovo 1942 / 3GK zn 50",NaN
4734,Coordinate Reference System,2568,7302,"Pulkovo 1942 / 3GK zn 51",NaN
4735,Coordinate Reference System,2569,7302,"Pulkovo 1942 / 3GK zn 52",NaN
4736,Coordinate Reference System,2570,7302,"Pulkovo 1942 / 3GK zn 53",NaN
4737,Coordinate Reference System,2571,7302,"Pulkovo 1942 / 3GK zn 54",NaN
4738,Coordinate Reference System,2572,7302,"Pulkovo 1942 / 3GK zn 55",NaN
4739,Coordinate Reference System,2573,7302,"Pulkovo 1942 / 3GK zn 56",NaN
4740,Coordinate Reference System,2574,7302,"Pulkovo 1942 / 3GK zn 57",NaN
4741,Coordinate Reference System,2575,7302,"Pulkovo 1942 / 3GK zn 58",NaN
4742,Coordinate Reference System,2576,7302,"Pulkovo 1942 / 3GK zn 59",NaN
5149,Coordinate Reference System,3146,7302,"Pulkovo 1942 / 3GK zn 6",NaN
4743,Coordinate Reference System,3389,7302,"Pulkovo 1942 / 3GK zn 60",NaN
4744,Coordinate Reference System,2578,7302,"Pulkovo 1942 / 3GK zn 61",NaN
4745,Coordinate Reference System,2579,7302,"Pulkovo 1942 / 3GK zn 62",NaN
4746,Coordinate Reference System,2580,7302,"Pulkovo 1942 / 3GK zn 63",NaN
4747,Coordinate Reference System,2581,7302,"Pulkovo 1942 / 3GK zn 64",NaN
4690,Coordinate Reference System,2523,7302,"Pulkovo 1942 / 3GK zn 7",NaN
4691,Coordinate Reference System,2524,7302,"Pulkovo 1942 / 3GK zn 8",NaN
4692,Coordinate Reference System,2525,7302,"Pulkovo 1942 / 3GK zn 9",NaN
4665,Coordinate Reference System,2498,7302,"Pulkovo 1942 / 6GK 45E",NaN
4666,Coordinate Reference System,2499,7302,"Pulkovo 1942 / 6GK 51E",NaN
4667,Coordinate Reference System,2500,7302,"Pulkovo 1942 / 6GK 57E",NaN
4668,Coordinate Reference System,2501,7302,"Pulkovo 1942 / 6GK 63E",NaN
4669,Coordinate Reference System,2502,7302,"Pulkovo 1942 / 6GK 69E",NaN
4670,Coordinate Reference System,2503,7302,"Pulkovo 1942 / 6GK 75E",NaN
4671,Coordinate Reference System,2504,7302,"Pulkovo 1942 / 6GK 81E",NaN
4672,Coordinate Reference System,2505,7302,"Pulkovo 1942 / 6GK 87E",NaN
4673,Coordinate Reference System,2506,7302,"Pulkovo 1942 / 6GK 93E",NaN
4674,Coordinate Reference System,2507,7302,"Pulkovo 1942 / 6GK 99E",NaN
5427,Coordinate Reference System,3388,7302,"Pulkovo 1942 / Caspian",NaN
5077,Coordinate Reference System,2935,7302,"Pulkovo 1942 / CS63 A1",NaN
5078,Coordinate Reference System,2936,7302,"Pulkovo 1942 / CS63 A2",NaN
5079,Coordinate Reference System,2937,7302,"Pulkovo 1942 / CS63 A3",NaN
5080,Coordinate Reference System,2938,7302,"Pulkovo 1942 / CS63 A4",NaN
5413,Coordinate Reference System,3350,7302,"Pulkovo 1942 / CS63 C0",NaN
5414,Coordinate Reference System,3351,7302,"Pulkovo 1942 / CS63 C1",NaN
5415,Coordinate Reference System,3352,7302,"Pulkovo 1942 / CS63 C2",NaN
5081,Coordinate Reference System,2939,7302,"Pulkovo 1942 / CS63 K2",NaN
5082,Coordinate Reference System,2940,7302,"Pulkovo 1942 / CS63 K3",NaN
5083,Coordinate Reference System,2941,7302,"Pulkovo 1942 / CS63 K4",NaN
7170,Coordinate Reference System,7825,7302,"Pulkovo 1942 / CS63 X1",NaN
7172,Coordinate Reference System,7826,7302,"Pulkovo 1942 / CS63 X2",NaN
7175,Coordinate Reference System,7827,7302,"Pulkovo 1942 / CS63 X3",NaN
7177,Coordinate Reference System,7828,7302,"Pulkovo 1942 / CS63 X4",NaN
7179,Coordinate Reference System,7829,7302,"Pulkovo 1942 / CS63 X5",NaN
7181,Coordinate Reference System,7830,7302,"Pulkovo 1942 / CS63 X6",NaN
7171,Coordinate Reference System,7831,7302,"Pulkovo 1942 / CS63 X7",NaN
5599,Coordinate Reference System,28404,7302,"Pulkovo 1942 / GK zone 4",NaN
5600,Coordinate Reference System,28405,7302,"Pulkovo 1942 / GK zone 5",NaN
4891,Coordinate Reference System,2726,7302,"Pulkovo 1995 / 3GK 102E",NaN
4892,Coordinate Reference System,2727,7302,"Pulkovo 1995 / 3GK 105E",NaN
4893,Coordinate Reference System,2728,7302,"Pulkovo 1995 / 3GK 108E",NaN
4894,Coordinate Reference System,2729,7302,"Pulkovo 1995 / 3GK 111E",NaN
4895,Coordinate Reference System,2730,7302,"Pulkovo 1995 / 3GK 114E",NaN
4896,Coordinate Reference System,2731,7302,"Pulkovo 1995 / 3GK 117E",NaN
4897,Coordinate Reference System,2732,7302,"Pulkovo 1995 / 3GK 120E",NaN
4898,Coordinate Reference System,2733,7302,"Pulkovo 1995 / 3GK 123E",NaN
4899,Coordinate Reference System,2734,7302,"Pulkovo 1995 / 3GK 126E",NaN
4900,Coordinate Reference System,2735,7302,"Pulkovo 1995 / 3GK 129E",NaN
4901,Coordinate Reference System,2738,7302,"Pulkovo 1995 / 3GK 132E",NaN
4902,Coordinate Reference System,2739,7302,"Pulkovo 1995 / 3GK 135E",NaN
4903,Coordinate Reference System,2740,7302,"Pulkovo 1995 / 3GK 138E",NaN
4904,Coordinate Reference System,2741,7302,"Pulkovo 1995 / 3GK 141E",NaN
4905,Coordinate Reference System,2742,7302,"Pulkovo 1995 / 3GK 144E",NaN
4906,Coordinate Reference System,2743,7302,"Pulkovo 1995 / 3GK 147E",NaN
4907,Coordinate Reference System,2744,7302,"Pulkovo 1995 / 3GK 150E",NaN
4908,Coordinate Reference System,2745,7302,"Pulkovo 1995 / 3GK 153E",NaN
4909,Coordinate Reference System,2746,7302,"Pulkovo 1995 / 3GK 156E",NaN
4910,Coordinate Reference System,2747,7302,"Pulkovo 1995 / 3GK 159E",NaN
4911,Coordinate Reference System,2748,7302,"Pulkovo 1995 / 3GK 162E",NaN
4912,Coordinate Reference System,2749,7302,"Pulkovo 1995 / 3GK 165E",NaN
4913,Coordinate Reference System,2750,7302,"Pulkovo 1995 / 3GK 168E",NaN
4921,Coordinate Reference System,2758,7302,"Pulkovo 1995 / 3GK 168W",NaN
4914,Coordinate Reference System,2751,7302,"Pulkovo 1995 / 3GK 171E",NaN
4920,Coordinate Reference System,2757,7302,"Pulkovo 1995 / 3GK 171W",NaN
4915,Coordinate Reference System,2752,7302,"Pulkovo 1995 / 3GK 174E",NaN
4919,Coordinate Reference System,2756,7302,"Pulkovo 1995 / 3GK 174W",NaN
4916,Coordinate Reference System,2753,7302,"Pulkovo 1995 / 3GK 177E",NaN
4918,Coordinate Reference System,2755,7302,"Pulkovo 1995 / 3GK 177W",NaN
4917,Coordinate Reference System,2754,7302,"Pulkovo 1995 / 3GK 180E",NaN
5154,Coordinate Reference System,3151,7302,"Pulkovo 1995 / 3GK 18E",NaN
4864,Coordinate Reference System,2699,7302,"Pulkovo 1995 / 3GK 21E",NaN
4865,Coordinate Reference System,2700,7302,"Pulkovo 1995 / 3GK 24E",NaN
4866,Coordinate Reference System,2701,7302,"Pulkovo 1995 / 3GK 27E",NaN
4867,Coordinate Reference System,2702,7302,"Pulkovo 1995 / 3GK 30E",NaN
4868,Coordinate Reference System,2703,7302,"Pulkovo 1995 / 3GK 33E",NaN
4869,Coordinate Reference System,2704,7302,"Pulkovo 1995 / 3GK 36E",NaN
4870,Coordinate Reference System,2705,7302,"Pulkovo 1995 / 3GK 39E",NaN
4871,Coordinate Reference System,2706,7302,"Pulkovo 1995 / 3GK 42E",NaN
4872,Coordinate Reference System,2707,7302,"Pulkovo 1995 / 3GK 45E",NaN
4873,Coordinate Reference System,2708,7302,"Pulkovo 1995 / 3GK 48E",NaN
4874,Coordinate Reference System,2709,7302,"Pulkovo 1995 / 3GK 51E",NaN
4875,Coordinate Reference System,2710,7302,"Pulkovo 1995 / 3GK 54E",NaN
4876,Coordinate Reference System,2711,7302,"Pulkovo 1995 / 3GK 57E",NaN
4877,Coordinate Reference System,2712,7302,"Pulkovo 1995 / 3GK 60E",NaN
4878,Coordinate Reference System,2713,7302,"Pulkovo 1995 / 3GK 63E",NaN
4879,Coordinate Reference System,2714,7302,"Pulkovo 1995 / 3GK 66E",NaN
4880,Coordinate Reference System,2715,7302,"Pulkovo 1995 / 3GK 69E",NaN
4881,Coordinate Reference System,2716,7302,"Pulkovo 1995 / 3GK 72E",NaN
4882,Coordinate Reference System,2717,7302,"Pulkovo 1995 / 3GK 75E",NaN
4883,Coordinate Reference System,2718,7302,"Pulkovo 1995 / 3GK 78E",NaN
4884,Coordinate Reference System,2719,7302,"Pulkovo 1995 / 3GK 81E",NaN
4885,Coordinate Reference System,2720,7302,"Pulkovo 1995 / 3GK 84E",NaN
4886,Coordinate Reference System,2721,7302,"Pulkovo 1995 / 3GK 87E",NaN
4887,Coordinate Reference System,2722,7302,"Pulkovo 1995 / 3GK 90E",NaN
4888,Coordinate Reference System,2723,7302,"Pulkovo 1995 / 3GK 93E",NaN
4889,Coordinate Reference System,2724,7302,"Pulkovo 1995 / 3GK 96E",NaN
4890,Coordinate Reference System,2725,7302,"Pulkovo 1995 / 3GK 99E",NaN
4809,Coordinate Reference System,2644,7302,"Pulkovo 1995 / 3GK zn 10",NaN
4810,Coordinate Reference System,2645,7302,"Pulkovo 1995 / 3GK zn 11",NaN
4811,Coordinate Reference System,2646,7302,"Pulkovo 1995 / 3GK zn 12",NaN
4812,Coordinate Reference System,2647,7302,"Pulkovo 1995 / 3GK zn 13",NaN
4813,Coordinate Reference System,2648,7302,"Pulkovo 1995 / 3GK zn 14",NaN
4814,Coordinate Reference System,2649,7302,"Pulkovo 1995 / 3GK zn 15",NaN
4815,Coordinate Reference System,2650,7302,"Pulkovo 1995 / 3GK zn 16",NaN
4816,Coordinate Reference System,2651,7302,"Pulkovo 1995 / 3GK zn 17",NaN
4817,Coordinate Reference System,2652,7302,"Pulkovo 1995 / 3GK zn 18",NaN
4818,Coordinate Reference System,2653,7302,"Pulkovo 1995 / 3GK zn 19",NaN
4819,Coordinate Reference System,2654,7302,"Pulkovo 1995 / 3GK zn 20",NaN
4820,Coordinate Reference System,2655,7302,"Pulkovo 1995 / 3GK zn 21",NaN
4821,Coordinate Reference System,2656,7302,"Pulkovo 1995 / 3GK zn 22",NaN
4822,Coordinate Reference System,2657,7302,"Pulkovo 1995 / 3GK zn 23",NaN
4823,Coordinate Reference System,2658,7302,"Pulkovo 1995 / 3GK zn 24",NaN
4824,Coordinate Reference System,2659,7302,"Pulkovo 1995 / 3GK zn 25",NaN
4825,Coordinate Reference System,2660,7302,"Pulkovo 1995 / 3GK zn 26",NaN
4826,Coordinate Reference System,2661,7302,"Pulkovo 1995 / 3GK zn 27",NaN
4827,Coordinate Reference System,2662,7302,"Pulkovo 1995 / 3GK zn 28",NaN
4828,Coordinate Reference System,2663,7302,"Pulkovo 1995 / 3GK zn 29",NaN
4829,Coordinate Reference System,2664,7302,"Pulkovo 1995 / 3GK zn 30",NaN
4830,Coordinate Reference System,2665,7302,"Pulkovo 1995 / 3GK zn 31",NaN
4831,Coordinate Reference System,2666,7302,"Pulkovo 1995 / 3GK zn 32",NaN
4832,Coordinate Reference System,2667,7302,"Pulkovo 1995 / 3GK zn 33",NaN
4833,Coordinate Reference System,2668,7302,"Pulkovo 1995 / 3GK zn 34",NaN
4834,Coordinate Reference System,2669,7302,"Pulkovo 1995 / 3GK zn 35",NaN
4835,Coordinate Reference System,2670,7302,"Pulkovo 1995 / 3GK zn 36",NaN
4836,Coordinate Reference System,2671,7302,"Pulkovo 1995 / 3GK zn 37",NaN
4837,Coordinate Reference System,2672,7302,"Pulkovo 1995 / 3GK zn 38",NaN
4838,Coordinate Reference System,2673,7302,"Pulkovo 1995 / 3GK zn 39",NaN
4839,Coordinate Reference System,2674,7302,"Pulkovo 1995 / 3GK zn 40",NaN
4840,Coordinate Reference System,2675,7302,"Pulkovo 1995 / 3GK zn 41",NaN
4841,Coordinate Reference System,2676,7302,"Pulkovo 1995 / 3GK zn 42",NaN
4842,Coordinate Reference System,2677,7302,"Pulkovo 1995 / 3GK zn 43",NaN
4843,Coordinate Reference System,2678,7302,"Pulkovo 1995 / 3GK zn 44",NaN
4844,Coordinate Reference System,2679,7302,"Pulkovo 1995 / 3GK zn 45",NaN
4845,Coordinate Reference System,2680,7302,"Pulkovo 1995 / 3GK zn 46",NaN
4846,Coordinate Reference System,2681,7302,"Pulkovo 1995 / 3GK zn 47",NaN
4847,Coordinate Reference System,2682,7302,"Pulkovo 1995 / 3GK zn 48",NaN
4848,Coordinate Reference System,2683,7302,"Pulkovo 1995 / 3GK zn 49",NaN
4849,Coordinate Reference System,2684,7302,"Pulkovo 1995 / 3GK zn 50",NaN
4850,Coordinate Reference System,2685,7302,"Pulkovo 1995 / 3GK zn 51",NaN
4851,Coordinate Reference System,2686,7302,"Pulkovo 1995 / 3GK zn 52",NaN
4852,Coordinate Reference System,2687,7302,"Pulkovo 1995 / 3GK zn 53",NaN
4853,Coordinate Reference System,2688,7302,"Pulkovo 1995 / 3GK zn 54",NaN
4854,Coordinate Reference System,2689,7302,"Pulkovo 1995 / 3GK zn 55",NaN
4855,Coordinate Reference System,2690,7302,"Pulkovo 1995 / 3GK zn 56",NaN
4856,Coordinate Reference System,2691,7302,"Pulkovo 1995 / 3GK zn 57",NaN
4857,Coordinate Reference System,2692,7302,"Pulkovo 1995 / 3GK zn 58",NaN
4858,Coordinate Reference System,2693,7302,"Pulkovo 1995 / 3GK zn 59",NaN
5153,Coordinate Reference System,3150,7302,"Pulkovo 1995 / 3GK zn 6",NaN
4859,Coordinate Reference System,3390,7302,"Pulkovo 1995 / 3GK zn 60",NaN
4860,Coordinate Reference System,2695,7302,"Pulkovo 1995 / 3GK zn 61",NaN
4861,Coordinate Reference System,2696,7302,"Pulkovo 1995 / 3GK zn 62",NaN
4862,Coordinate Reference System,2697,7302,"Pulkovo 1995 / 3GK zn 63",NaN
4863,Coordinate Reference System,2698,7302,"Pulkovo 1995 / 3GK zn 64",NaN
4806,Coordinate Reference System,2641,7302,"Pulkovo 1995 / 3GK zn 7",NaN
4807,Coordinate Reference System,2642,7302,"Pulkovo 1995 / 3GK zn 8",NaN
4808,Coordinate Reference System,2643,7302,"Pulkovo 1995 / 3GK zn 9",NaN
4675,Coordinate Reference System,2508,7302,"Pulkovo 1942 / 6GK 105E",NaN
4676,Coordinate Reference System,2509,7302,"Pulkovo 1942 / 6GK 111E",NaN
4677,Coordinate Reference System,2510,7302,"Pulkovo 1942 / 6GK 117E",NaN
4678,Coordinate Reference System,2511,7302,"Pulkovo 1942 / 6GK 123E",NaN
4679,Coordinate Reference System,2512,7302,"Pulkovo 1942 / 6GK 129E",NaN
4680,Coordinate Reference System,2513,7302,"Pulkovo 1942 / 6GK 135E",NaN
4681,Coordinate Reference System,2514,7302,"Pulkovo 1942 / 6GK 141E",NaN
4682,Coordinate Reference System,2515,7302,"Pulkovo 1942 / 6GK 147E",NaN
4683,Coordinate Reference System,2516,7302,"Pulkovo 1942 / 6GK 153E",NaN
4684,Coordinate Reference System,2517,7302,"Pulkovo 1942 / 6GK 159E",NaN
4685,Coordinate Reference System,2518,7302,"Pulkovo 1942 / 6GK 165E",NaN
4686,Coordinate Reference System,2519,7302,"Pulkovo 1942 / 6GK 171E",NaN
4689,Coordinate Reference System,2522,7302,"Pulkovo 1942 / 6GK 171W",NaN
4687,Coordinate Reference System,2520,7302,"Pulkovo 1942 / 6GK 177E",NaN
4688,Coordinate Reference System,2521,7302,"Pulkovo 1942 / 6GK 177W",NaN
4661,Coordinate Reference System,2494,7302,"Pulkovo 1942 / 6GK 21E",NaN
4662,Coordinate Reference System,2495,7302,"Pulkovo 1942 / 6GK 27E",NaN
4663,Coordinate Reference System,2496,7302,"Pulkovo 1942 / 6GK 33E",NaN
4664,Coordinate Reference System,2497,7302,"Pulkovo 1942 / 6GK 39E",NaN
846,Coordinate Reference System,20088,7302,"Pulkovo 1995 / Gauss 28N",NaN
847,Coordinate Reference System,20089,7302,"Pulkovo 1995 / Gauss 29N",NaN
848,Coordinate Reference System,20090,7302,"Pulkovo 1995 / Gauss 30N",NaN
849,Coordinate Reference System,20091,7302,"Pulkovo 1995 / Gauss 31N",NaN
850,Coordinate Reference System,20092,7302,"Pulkovo 1995 / Gauss 32N",NaN
822,Coordinate Reference System,20064,7302,"Pulkovo 1995 / Gauss 4N",NaN
823,Coordinate Reference System,20065,7302,"Pulkovo 1995 / Gauss 5N",NaN
824,Coordinate Reference System,20066,7302,"Pulkovo 1995 / Gauss 6N",NaN
825,Coordinate Reference System,20067,7302,"Pulkovo 1995 / Gauss 7N",NaN
826,Coordinate Reference System,20068,7302,"Pulkovo 1995 / Gauss 8N",NaN
827,Coordinate Reference System,20069,7302,"Pulkovo 1995 / Gauss 9N",NaN
5311,Coordinate Reference System,3837,7302,"Pulkovo 42(58) / 3GK zn3",NaN
22125,Coordinate Reference System,5670,7302,"Pulkovo 42(58) / 3GK zn3",NaN
22127,Coordinate Reference System,5671,7302,"Pulkovo 42(58) / 3GK zn4",NaN
5312,Coordinate Reference System,3838,7302,"Pulkovo 42(58) / 3GK zn4",NaN
5309,Coordinate Reference System,3329,7302,"Pulkovo 42(58) / 3GK zn5",NaN
22130,Coordinate Reference System,5672,7302,"Pulkovo 42(58) / 3GK zn5",NaN
5313,Coordinate Reference System,3330,7302,"Pulkovo 42(58) / 3GK zn6",NaN
5314,Coordinate Reference System,3331,7302,"Pulkovo 42(58) / 3GK zn7",NaN
5315,Coordinate Reference System,3332,7302,"Pulkovo 42(58) / 3GK zn8",NaN
5316,Coordinate Reference System,3839,7302,"Pulkovo 42(58) / 3GK zn9",NaN
5310,Coordinate Reference System,3840,7302,"Pulkovo 42(58) / 3GKzn10",NaN
5318,Coordinate Reference System,3833,7302,"Pulkovo 42(58) / GK zn 2",NaN
22134,Coordinate Reference System,5631,7302,"Pulkovo 42(58) / GK zn 2",NaN
22139,Coordinate Reference System,5663,7302,"Pulkovo 42(58) / GK zn 3",NaN
5319,Coordinate Reference System,3333,7302,"Pulkovo 42(58) / GK zn 3",NaN
5320,Coordinate Reference System,3334,7302,"Pulkovo 42(58) / GK zn 4",NaN
5321,Coordinate Reference System,3335,7302,"Pulkovo 42(58) / GK zn 5",NaN
4567,Coordinate Reference System,2397,7302,"Pulkovo 42(83) / 3GK zn3",NaN
22143,Coordinate Reference System,5673,7302,"Pulkovo 42(83) / 3GK zn3",NaN
22147,Coordinate Reference System,5674,7302,"Pulkovo 42(83) / 3GK zn4",NaN
4568,Coordinate Reference System,2398,7302,"Pulkovo 42(83) / 3GK zn4",NaN
4569,Coordinate Reference System,2399,7302,"Pulkovo 42(83) / 3GK zn5",NaN
22151,Coordinate Reference System,5675,7302,"Pulkovo 42(83) / 3GK zn5",NaN
5317,Coordinate Reference System,3841,7302,"Pulkovo 42(83) / 3GK zn6",NaN
5322,Coordinate Reference System,3842,7302,"Pulkovo 42(83) / 3GK zn7",NaN
7559,Coordinate Reference System,4417,7302,"Pulkovo 42(83) / 3GK zn7",NaN
7561,Coordinate Reference System,4434,7302,"Pulkovo 42(83) / 3GK zn8",NaN
5323,Coordinate Reference System,3843,7302,"Pulkovo 42(83) / 3GK zn8",NaN
5324,Coordinate Reference System,3834,7302,"Pulkovo 42(83) / GK zn 2",NaN
22155,Coordinate Reference System,5664,7302,"Pulkovo 42(83) / GK zn 2",NaN
22159,Coordinate Reference System,5665,7302,"Pulkovo 42(83) / GK zn 3",NaN
5325,Coordinate Reference System,3835,7302,"Pulkovo 42(83) / GK zn 3",NaN
5326,Coordinate Reference System,3836,7302,"Pulkovo 42(83) / GK zn 4",NaN
4221,Coordinate Reference System,5788,7302,"PWD height",NaN
1069,Coordinate Reference System,28600,7302,"Qatar National Grid",NaN
5076,Coordinate Reference System,2932,7302,"QND95 / Qatar Nat Grid",NaN
4485,Coordinate Reference System,2298,7302,"Qornoq 1927 / GRL 2 east",NaN
4486,Coordinate Reference System,2299,7302,"Qornoq 1927 / GRL 2 west",NaN
4487,Coordinate Reference System,2301,7302,"Qornoq 1927 / GRL 3 west",NaN
4488,Coordinate Reference System,2303,7302,"Qornoq 1927 / GRL 4 west",NaN
4489,Coordinate Reference System,2304,7302,"Qornoq 1927 / GRL 5 west",NaN
4490,Coordinate Reference System,2305,7302,"Qornoq 1927 / GRL 6 west",NaN
4491,Coordinate Reference System,2306,7302,"Qornoq 1927 / GRL 7 west",NaN
4492,Coordinate Reference System,2307,7302,"Qornoq 1927 / GRL 8 east",NaN
4420,Coordinate Reference System,2216,7302,"Qornoq 1927 / UTM 22N",NaN
4421,Coordinate Reference System,2217,7302,"Qornoq 1927 / UTM 23N",NaN
4398,Coordinate Reference System,2057,7302,"Rassadiran /Nakhl e Taqi",NaN
5433,Coordinate Reference System,3398,7302,"RD/83 / 3GK zone 4",NaN
22164,Coordinate Reference System,5668,7302,"RD/83 / 3GK zone 4",NaN
22169,Coordinate Reference System,5669,7302,"RD/83 / 3GK zone 5",NaN
5434,Coordinate Reference System,3399,7302,"RD/83 / 3GK zone 5",NaN
5119,Coordinate Reference System,3052,7302,"Reykjavik 1900 / Lambert",NaN
216,Coordinate Reference System,2091,7302,"S Yemen / Gauss zone 8",NaN
217,Coordinate Reference System,2092,7302,"S Yemen / Gauss zone 9",NaN
1826,Coordinate Reference System,2395,7302,"S Yemen / G-K zone 8",NaN
1827,Coordinate Reference System,2396,7302,"S Yemen / G-K zone 9",NaN
4646,Coordinate Reference System,2477,7302,"Pulkovo 1995 / 6GK 105E",NaN
4647,Coordinate Reference System,2478,7302,"Pulkovo 1995 / 6GK 111E",NaN
4648,Coordinate Reference System,2479,7302,"Pulkovo 1995 / 6GK 117E",NaN
4649,Coordinate Reference System,2480,7302,"Pulkovo 1995 / 6GK 123E",NaN
4650,Coordinate Reference System,2481,7302,"Pulkovo 1995 / 6GK 129E",NaN
4651,Coordinate Reference System,2482,7302,"Pulkovo 1995 / 6GK 135E",NaN
4652,Coordinate Reference System,2483,7302,"Pulkovo 1995 / 6GK 141E",NaN
4653,Coordinate Reference System,2484,7302,"Pulkovo 1995 / 6GK 147E",NaN
4654,Coordinate Reference System,2485,7302,"Pulkovo 1995 / 6GK 153E",NaN
4655,Coordinate Reference System,2486,7302,"Pulkovo 1995 / 6GK 159E",NaN
4656,Coordinate Reference System,2487,7302,"Pulkovo 1995 / 6GK 165E",NaN
4657,Coordinate Reference System,2488,7302,"Pulkovo 1995 / 6GK 171E",NaN
4660,Coordinate Reference System,2491,7302,"Pulkovo 1995 / 6GK 171W",NaN
4658,Coordinate Reference System,2489,7302,"Pulkovo 1995 / 6GK 177E",NaN
4659,Coordinate Reference System,2490,7302,"Pulkovo 1995 / 6GK 177W",NaN
4632,Coordinate Reference System,2463,7302,"Pulkovo 1995 / 6GK 21E",NaN
4633,Coordinate Reference System,2464,7302,"Pulkovo 1995 / 6GK 27E",NaN
4634,Coordinate Reference System,2465,7302,"Pulkovo 1995 / 6GK 33E",NaN
4635,Coordinate Reference System,2466,7302,"Pulkovo 1995 / 6GK 39E",NaN
4636,Coordinate Reference System,2467,7302,"Pulkovo 1995 / 6GK 45E",NaN
4637,Coordinate Reference System,2468,7302,"Pulkovo 1995 / 6GK 51E",NaN
4638,Coordinate Reference System,2469,7302,"Pulkovo 1995 / 6GK 57E",NaN
4639,Coordinate Reference System,2470,7302,"Pulkovo 1995 / 6GK 63E",NaN
4640,Coordinate Reference System,2471,7302,"Pulkovo 1995 / 6GK 69E",NaN
4641,Coordinate Reference System,2472,7302,"Pulkovo 1995 / 6GK 75E",NaN
4642,Coordinate Reference System,2473,7302,"Pulkovo 1995 / 6GK 81E",NaN
4643,Coordinate Reference System,2474,7302,"Pulkovo 1995 / 6GK 87E",NaN
4644,Coordinate Reference System,2475,7302,"Pulkovo 1995 / 6GK 93E",NaN
4645,Coordinate Reference System,2476,7302,"Pulkovo 1995 / 6GK 99E",NaN
828,Coordinate Reference System,20070,7302,"Pulkovo 1995 / Gauss 10N",NaN
829,Coordinate Reference System,20071,7302,"Pulkovo 1995 / Gauss 11N",NaN
830,Coordinate Reference System,20072,7302,"Pulkovo 1995 / Gauss 12N",NaN
831,Coordinate Reference System,20073,7302,"Pulkovo 1995 / Gauss 13N",NaN
832,Coordinate Reference System,20074,7302,"Pulkovo 1995 / Gauss 14N",NaN
833,Coordinate Reference System,20075,7302,"Pulkovo 1995 / Gauss 15N",NaN
834,Coordinate Reference System,20076,7302,"Pulkovo 1995 / Gauss 16N",NaN
835,Coordinate Reference System,20077,7302,"Pulkovo 1995 / Gauss 17N",NaN
836,Coordinate Reference System,20078,7302,"Pulkovo 1995 / Gauss 18N",NaN
837,Coordinate Reference System,20079,7302,"Pulkovo 1995 / Gauss 19N",NaN
838,Coordinate Reference System,20080,7302,"Pulkovo 1995 / Gauss 20N",NaN
839,Coordinate Reference System,20081,7302,"Pulkovo 1995 / Gauss 21N",NaN
840,Coordinate Reference System,20082,7302,"Pulkovo 1995 / Gauss 22N",NaN
841,Coordinate Reference System,20083,7302,"Pulkovo 1995 / Gauss 23N",NaN
842,Coordinate Reference System,20084,7302,"Pulkovo 1995 / Gauss 24N",NaN
843,Coordinate Reference System,20085,7302,"Pulkovo 1995 / Gauss 25N",NaN
