COORD_OP_CODE,COORD_OP_NAME,COORD_OP_TYPE,SOURCE_CRS_CODE,TARGET_CRS_CODE,COORD_TFM_VERSION,COORD_OP_VARIANT,AREA_OF_USE_CODE,COORD_OP_SCOPE,COORD_OP_ACCURACY,COORD_OP_METHOD_CODE,UOM_CODE_SOURCE_COORD_DIFF,UOM_CODE_TARGET_COORD_DIFF,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_OPERATION,DEPRECATED
5153,Norway TM zone 23,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Norwegian Mapping Authority,EPSG,16-5-2010,2010.055,1,0
5154,Norway TM zone 24,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Norwegian Mapping Authority,EPSG,16-5-2010,2010.055,1,0
5155,Norway TM zone 25,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Norwegian Mapping Authority,EPSG,16-5-2010,2010.055,1,0
5156,Norway TM zone 26,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Norwegian Mapping Authority,EPSG,16-5-2010,2010.055,1,0
5157,Norway TM zone 27,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Norwegian Mapping Authority,EPSG,16-5-2010,2010.055,1,0
8373,NCRS Las Vegas zone (m),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,City of Las Vegas Public Works Department.,EPSG,3-11-2017,2017.050,1,0
6744,Oregon Bend-Klamath Falls zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6749,Oregon Canyonville-Grants Pass zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6750,Oregon Canyonville-Grants Pass zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6755,Oregon Cottage Grove-Canyonville zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6756,Oregon Cottage Grove-Canyonville zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6757,Oregon Dufur-Madras zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6758,Oregon Dufur-Madras zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6759,Oregon Eugene zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6760,Oregon Eugene zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6761,Oregon Grants Pass-Ashland zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6762,Oregon Grants Pass-Ashland zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6763,Oregon Gresham-Warm Springs zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6764,Oregon Gresham-Warm Springs zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6765,Oregon La Grande zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6766,Oregon La Grande zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6767,Oregon Ontario zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6768,Oregon Ontario zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6771,Oregon Pendleton zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6772,Oregon Pendleton zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6773,Oregon Pendleton-La Grande zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6774,Oregon Pendleton-La Grande zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6777,Oregon Salem zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
6778,Oregon Salem zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,12-4-2014,2014.011,1,0
8273,Oregon Burns-Harper zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
8274,Oregon Burns-Harper zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,31-8-2017,2017.035,1,0
8275,Oregon Canyon City-Burns zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,31-8-2017,2017.035,1,0
8276,Oregon Canyon City-Burns zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,31-8-2017,2017.035,1,0
8279,Oregon Dayville-Prairie City zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,6-9-2017,2017.035,1,0
8280,Oregon Dayville-Prairie City zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,6-9-2017,2017.035,1,0
8281,Oregon Denio-Burns zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
8282,Oregon Denio-Burns zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,31-8-2017,2017.035,1,0
8293,Oregon Owyhee zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
8294,Oregon Owyhee zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
8299,Oregon Riley-Lakeview zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
8300,Oregon Riley-Lakeview zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
17918,Okarito Circuit,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand OSG Technical Report 8; April 1999.,EPSG,25-1-2011,2008.023 2011.005,1,0
17926,Observation Point Circuit,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand OSG Technical Report 8; April 1999.,EPSG,25-1-2011,2008.023 2011.005,1,0
17948,Okarito 2000,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.,EPSG,25-1-2011,2008.023 2011.005,1,0
17956,Observation Point 2000,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.,EPSG,25-1-2011,2008.023 2011.005,1,0
5020,Portuguese Grid New,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Instituto Geografico Portugues; http://www.igeo.pt,EPSG,13-3-2010,2010.006,1,0
5547,Papua New Guinea Map Grid 1994 zone 54,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,The Papua New Guinea Map Grid Technical Manual; National Mapping Council of Australia; 1972,EPSG,15-7-2011,2011.059,1,0
5548,Papua New Guinea Map Grid 1994 zone 55,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,The Papua New Guinea Map Grid Technical Manual; National Mapping Council of Australia; 1972,EPSG,15-7-2011,2011.059,1,0
5549,Papua New Guinea Map Grid 1994 zone 56,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,The Papua New Guinea Map Grid Technical Manual; National Mapping Council of Australia; 1972,EPSG,15-7-2011,2011.059,1,0
6779,Oregon Santiam Pass zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,19-11-2014,2014.011,1,0
6780,Oregon Santiam Pass zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,19-11-2014,2014.011,1,0
7141,Palestine Grid modified,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,UK Joint Forces Intelligence Group.,EPSG,20-6-2015,2014.085,1,0
8062,Pima County zone 2 Central (ft),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"Pima County Information Technology Department, GIS Division.",EPSG,24-5-2017,2017.013,1,0
8063,Pima County zone 3 West (ft),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"Pima County Information Technology Department, GIS Division.",EPSG,24-5-2017,2017.013,1,0
8305,Oregon Wallowa zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
8306,Oregon Wallowa zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
8309,Oregon Willamette Pass zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
8310,Oregon Willamette Pass zone (International feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Oregon Department of Transportation.,EPSG,1-9-2017,2017.035,1,0
19936,Portuguese National Grid,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Instituto Portugues de Cartografia e Cadastro,EPSG,16-1-2003,1995.300 1996.290 1998.420 2003.020,1,0
19969,Portuguese Grid,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Instituto Portugues de Cartografia e Cadastro via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,EPSG,31-3-2010,2003.020 2010.006,1,0
10231,SPCS83 Arizona East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2000.093 2001.030,1,0
10232,SPCS83 Arizona Central zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
10233,SPCS83 Arizona West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2000.093 2001.030,1,0
19967,Slovenia Grid,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Geodetska uprava Republike Slovenije via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,EPSG,11-4-2008,2008.019,1,0
10730,SPCS83 Delaware zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2000.094 2001.030,1,0
10931,SPCS83 Florida East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
10932,SPCS83 Florida West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
11031,SPCS83 Georgia East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
11032,SPCS83 Georgia West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
11131,SPCS83 Idaho East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
11132,SPCS83 Idaho Central zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
11133,SPCS83 Idaho West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
11231,SPCS83 Illinois East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,20-12-2006,1995.300 1996.290 2001.030 2006.903,1,0
11232,SPCS83 Illinois West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,20-12-2006,1995.300 1996.290 2001.030 2006.903,1,0
11331,SPCS83 Indiana East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,13-10-2002,1995.300 1996.290 2001.030 2002.770,1,0
11332,SPCS83 Indiana West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,13-10-2002,1995.300 1996.290 2001.030 2002.770,1,0
11831,SPCS83 Maine East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,1-2-2008,1995.300 1996.290 2001.030 2008.006,1,0
11832,SPCS83 Maine West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,1-2-2008,1995.300 1996.290 2001.030 2008.006,1,0
12331,SPCS83 Mississippi East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
12332,SPCS83 Mississippi West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
15318,SPCS83 Florida East zone (US Survey feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,National Geodetic Survey http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG,5-11-2013,2013.055,1,0
12930,SPCS83 New Jersey zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,20-12-2006,1995.300 1996.290 2000.094 2001.030 2006.903,1,0
13031,SPCS83 New Mexico East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
13032,SPCS83 New Mexico Central zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
13033,SPCS83 New Mexico West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
13131,SPCS83 New York East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
13132,SPCS83 New York Central zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
13133,SPCS83 New York West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,6-11-2001,1995.300 1996.290 2001.030,1,0
14430,SPCS83 Vermont zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,5-1-2012,1995.300 1996.290 2000.094 2001.030 2011.110,1,0
5231,Sri Lanka Grid,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"Abeyratne, Featherstone and Tantrigoda in Survey Review vol. 42 no. 317 (July 2010).",EPSG,7-8-2010,2010.080,1,0
5232,Sri Lanka Grid 1999,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"Abeyratne, Featherstone and Tantrigoda in Survey Review vol. 42 no. 317 (July 2010).",EPSG,7-8-2010,2010.080,1,0
5658,TM Emilia-Romagna,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Emilia-Romagna regional government.,EPSG,22-3-2012,2012.021,1,0
8033,TM Zone 20N (US survey feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,IOGP,EPSG,25-2-2017,2017.003,1,0
8034,TM Zone 21N (US survey feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,IOGP,EPSG,25-2-2017,2017.003,1,0
14931,SPCS83 Wyoming East zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,13-3-2007,1995.300 1996.290 2000.092 2001.030 2007.033,1,0
14932,SPCS83 Wyoming East Central zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,13-3-2007,1995.300 1996.290 2000.092 2001.030 2007.033,1,0
14933,SPCS83 Wyoming West Central zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,13-3-2007,1995.300 1996.290 2000.092 2001.030 2007.033,1,0
14934,SPCS83 Wyoming West zone (meters),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,NOAA manual NOS NGS 5,EPSG,13-3-2007,1995.300 1996.290 2000.092 2001.030 2007.033,1,0
14935,SPCS83 Wyoming East zone (US Survey feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,5-11-2013,2013.055,1,0
14936,SPCS83 Wyoming East Central zone (US Survey feet),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"U.S. National Geodetic Survey, http://www.ngs.noaa.gov/",EPSG,5-11-2013,2013.055,1,0
16406,TM 6 NE,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,ExxonMobil and Total,EPSG,5-1-2012,2011.105,1,0
16490,TM 90 NE,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Survey of Bangladesh.,EPSG,13-1-2021,2020.132,1,0
17333,SWEREF99 TM,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,EPSG,21-5-2005,2005.220,1,0
17334,Sweden zone 7.5 gon V,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,EPSG,21-5-2005,2005.220,1,0
17335,Sweden zone 5 gon V,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,EPSG,21-5-2005,2005.220,1,0
17336,Sweden zone 0 gon,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,EPSG,21-5-2005,2005.220,1,0
17337,Sweden zone 2.5 gon O,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,EPSG,21-5-2005,2005.220,1,0
17338,Sweden zone 5 gon O,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,EPSG,21-5-2005,2005.220,1,0
17905,Taranaki Circuit,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand OSG Technical Report 8; April 1999.,EPSG,25-1-2011,2008.023 2011.005,1,0
17922,Timaru Circuit,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand OSG Technical Report 8; April 1999.,EPSG,25-1-2011,2008.023 2011.005,1,0
17935,Taranaki 2000,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.,EPSG,25-1-2011,2008.023 2011.005,1,0
17952,Timaru 2000,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.,EPSG,25-1-2011,2008.023 2011.005,1,0
19856,TM Reunion,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,IGN Paris.,EPSG,13-2-2012,2012.025,1,0
19876,ST74,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"Lantmateriat, www.lantmateriat.se, SWEPOS pages.",EPSG,10-2-2009,2008.111,1,0
19929,Sweden zone 2.5 gon V,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Lantmateriverket (National Land Survey of Sweden). http://www.lantmateriet.se,EPSG,21-5-2005,1996.290 1997.390 2002.481 2005.220,1,0
6376,Ukraine TM zone 9,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua",EPSG,5-8-2013,2013.039,1,0
6377,Ukraine TM zone 10,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua",EPSG,5-8-2013,2013.039,1,0
6378,Ukraine TM zone 11,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua",EPSG,5-8-2013,2013.039,1,0
6379,Ukraine TM zone 12,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua",EPSG,5-8-2013,2013.039,1,0
6380,Ukraine TM zone 13,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua",EPSG,5-8-2013,2013.039,1,0
9366,TPEN11-TM,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Network Rail.,EPSG,21-4-2020,2020.024,1,0
17906,Tuhirangi Circuit,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand OSG Technical Report 8; April 1999.,EPSG,25-1-2011,2008.023 2011.005,1,0
17936,Tuhirangi 2000,conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Land Information New Zealand: LINZS25002 Standard for New Zealand Geodetic Datum 2000 Projections; 16 November 2007.,EPSG,25-1-2011,2008.023 2011.005,1,0
7435,WISCRS Clark County (ftUS),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Wisconsin State Cartographer’s Office.,EPSG,3-9-2015,2015.042,1,0
7436,WISCRS Door County (m),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Wisconsin State Cartographer’s Office.,EPSG,3-9-2015,2015.042,1,0
7437,WISCRS Door County (ftUS),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Wisconsin State Cartographer’s Office.,EPSG,13-6-2017,2015.042 2017.026,1,0
7438,WISCRS Dunn County (m),conversion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9807,NaN,NaN,,Wisconsin State Cartographer’s Office.,EPSG,3-9-2015,2015.042,1,0
